item_id,order_id,product_id,quantity,unit_price,discount_percent
OI000634,O00251,P0067,5,38088.93,0
OI000635,O00251,P0064,3,20739.96,20
OI000636,O00251,P0020,1,16241.79,25
OI000637,O00251,P0001,3,34597.27,30
OI000638,O00252,P0041,2,16261.44,30
OI000639,O00252,P0066,5,42967.98,0
OI000640,O00252,P0014,4,35037.96,25
OI000641,O00252,P0017,1,8314.13,0
OI000642,O00253,P0026,4,43520.02,0
OI000643,O00253,P0005,4,24885.43,30
OI000644,O00254,P0071,4,20120.43,15
OI000645,O00254,P0016,4,49788.28,15
OI000646,O00255,P0079,3,28299.57,5
OI000647,O00255,P0019,3,26281.75,10
OI000648,O00255,P0079,3,26089.14,15
OI000649,O00256,P0060,2,46826.07,5
OI000650,O00256,P0022,5,35825.3,30
OI000651,O00256,P0002,3,20961.07,5
OI000652,O00256,P0061,1,49667.19,0
OI000653,O00257,P0025,2,34778.75,30
OI000654,O00257,P0043,1,3290.11,30
OI000655,O00257,P0077,2,3571.91,10
OI000656,O00258,P0002,2,13910.39,25
OI000657,O00258,P0075,3,18521.92,25
OI000658,O00258,P0033,5,27165.6,10
OI000659,O00259,P0076,2,5373.07,10
OI000660,O00260,P0023,-3,5340.53,25
OI000661,O00260,P0043,5,38655.94,15
OI000662,O00260,P0079,4,10663.01,0
OI000663,O00261,P0028,1,46494.97,5
OI000664,O00261,P0019,2,23904.33,0
OI000665,O00262,P0010,1,7064.5,30
OI000666,O00262,P0055,4,16522.7,0
OI000667,O00262,P0031,5,19814.02,25
OI000668,O00263,P0046,3,41972.81,20
OI000669,O00263,P0068,1,44193.46,10
OI000670,O00263,P0022,3,35639.55,25
OI000671,O00263,P0072,4,24632.15,15
OI000672,O00264,P0072,4,32691.58,5
OI000673,O00265,P0047,4,38594.55,20
OI000674,O00266,P0028,5,28099.75,10
OI000675,O00266,P0049,3,9155.53,0
OI000676,O00266,P0026,4,18209.32,10
OI000677,O00266,P0001,5,15691.94,0
OI000678,O00267,P0033,5,46097.81,15
OI000679,O00267,P0005,3,32173.28,25
OI000680,O00267,P0006,3,13890.15,0
OI000681,O00268,P0061,5,31703.94,30
OI000682,O00269,P0061,5,40419.68,0
OI000683,O00269,P0048,1,30742.79,5
OI000684,O00270,P0017,1,21123.74,0
OI000685,O00270,P0008,4,31964.54,0
OI000686,O00271,P0013,5,14054.54,10
OI000687,O00271,P0079,1,16800.08,20
OI000688,O00271,P0022,5,36176.24,20
OI000689,O00272,P0052,4,41926.4,0
OI000690,O00273,P0025,5,7588.82,15
OI000691,O00274,P0023,4,2464.29,10
OI000692,O00275,P0023,1,15730.44,20
OI000693,O00275,P0016,-2,28516.62,0
OI000694,O00275,P0073,4,4636.06,0
OI000695,O00275,P0024,1,9486.53,0
OI000696,O00276,P0002,2,31987.79,30
OI000697,O00276,P0011,2,15562.17,10
OI000698,O00277,P0040,1,19120.7,15
OI000699,O00277,P0023,3,7236.2,20
OI000700,O00278,P0029,2,13821.77,10
OI000701,O00278,P0023,3,13152.87,30
OI000702,O00278,P0034,1,24621.81,20
OI000703,O00278,P0045,5,22621.24,5
OI000704,O00279,P0075,4,7996.29,10
OI000705,O00280,P0045,3,10570.49,15
OI000706,O00280,P0012,5,38727.1,15
OI000707,O00280,P0028,4,13227.08,0
OI000708,O00280,P0067,2,23891.69,30
OI000709,O00281,P0048,5,19051.03,0
OI000710,O00281,P0042,1,31566.24,0
OI000711,O00281,P0021,4,23905.92,20
OI000712,O00282,P0024,3,15487.21,30
OI000713,O00283,P0003,4,40508.76,30
OI000714,O00283,P0076,5,34801.3,25
OI000715,O00284,P0032,3,36237.78,20
OI000716,O00284,P0062,4,15183.62,10
OI000717,O00284,P0065,1,21194.05,15
OI000718,O00284,P0074,4,29755.53,5
OI000719,O00285,P0039,5,48270.47,10
OI000720,O00285,P0073,2,6712.07,20
OI000721,O00286,P0012,3,39694.96,5
OI000722,O00287,P0059,4,8475.77,0
OI000723,O00287,P0019,2,44177.0,15
OI000724,O00287,P0040,1,9433.53,10
OI000725,O00288,P0012,2,7918.36,20
OI000726,O00288,P0001,-1,17399.42,30
OI000727,O00288,P0071,4,35014.29,30
OI000728,O00288,P0049,4,35384.65,0
OI000729,O00289,P0017,3,38211.45,5
OI000730,O00289,P0052,3,44926.56,25
OI000731,O00289,P0077,4,26822.23,20
OI000732,O00289,P0063,5,1588.09,5
OI000733,O00290,P0048,3,17157.58,0
OI000734,O00290,P0079,5,37646.3,0
OI000735,O00291,P0018,4,9601.53,10
OI000736,O00291,P0039,4,4869.31,25
OI000737,O00292,P0055,2,14426.97,25
OI000738,O00292,P0062,1,13235.72,25
OI000739,O00293,P0021,4,34196.4,0
OI000740,O00293,P0060,1,17477.77,0
OI000741,O00294,P0002,2,16121.53,25
OI000742,O00294,P0059,1,24435.43,25
OI000743,O00294,P0055,1,15321.99,15
OI000744,O00294,P0015,5,40404.47,30
OI000745,O00295,P0061,3,42247.38,20
OI000746,O00295,P0015,2,49041.54,25
OI000747,O00295,P0011,2,596.1,15
OI000748,O00296,P0066,5,36449.53,30
OI000749,O00296,P0056,1,23371.97,0
OI000750,O00297,P0063,4,18513.43,20
OI000751,O00298,P0055,3,33831.06,0
OI000752,O00298,P0070,3,9141.73,20
OI000753,O00298,P0054,1,22476.81,15
OI000754,O00299,P0077,1,18022.91,0
OI000755,O00300,P0032,2,4431.33,0
OI000756,O00300,P0017,2,31737.77,25
OI000757,O00300,P0036,3,48599.68,10
OI000758,O00300,P0068,5,23056.37,0
OI000759,O00301,P0048,-1,30565.34,0
OI000760,O00301,P0049,5,49018.26,0
OI000761,O00301,P0044,3,21270.86,0
OI000762,O00302,P0033,1,41883.45,25
OI000763,O00302,P0015,2,28652.03,15
OI000764,O00303,P0007,3,28773.47,10
OI000765,O00303,P0056,3,37406.77,5
OI000766,O00304,P0065,1,30329.97,5
OI000767,O00304,P0037,3,501.29,10
OI000768,O00304,P0003,4,32946.34,15
OI000769,O00305,P0060,5,39565.35,20
OI000770,O00305,P0013,2,11435.03,20
OI000771,O00305,P0029,1,30666.47,30
OI000772,O00306,P0077,3,27187.53,30
OI000773,O00306,P0072,1,17311.8,20
OI000774,O00306,P0045,4,7800.99,30
OI000775,O00306,P0027,5,34961.84,25
OI000776,O00307,P0052,1,33119.75,0
OI000777,O00307,P0063,5,49251.12,0
OI000778,O00307,P0027,5,18617.27,15
OI000779,O00308,P0058,4,1720.84,5
OI000780,O00308,P0080,3,28353.4,25
OI000781,O00308,P0003,3,27932.86,30
OI000782,O00309,P0049,5,6801.95,0
OI000783,O00309,P0013,4,11110.69,0
OI000784,O00310,P0023,2,38402.01,25
OI000785,O00310,P0071,4,17763.22,10
OI000786,O00310,P0054,5,14124.27,20
OI000787,O00311,P0041,5,26897.45,25
OI000788,O00312,P0052,4,37902.2,15
OI000789,O00312,P0058,2,46214.55,5
OI000790,O00313,P0037,1,26750.12,20
OI000791,O00313,P0060,2,34246.75,0
OI000792,O00313,P0050,-3,21050.47,25
OI000793,O00313,P0053,2,31911.74,10
OI000794,O00314,P0079,5,25292.22,0
OI000795,O00314,P0077,5,36674.36,0
OI000796,O00315,P0079,2,8531.33,30
OI000797,O00315,P0012,3,1380.3,25
OI000798,O00315,P0071,5,43206.05,5
OI000799,O00316,P0048,2,8966.75,10
OI000800,O00316,P0042,2,14825.85,0
OI000801,O00316,P0027,5,23193.68,10
OI000802,O00316,P0078,4,49488.24,5
OI000803,O00317,P0065,1,40233.43,20
OI000804,O00317,P0021,2,23245.06,0
OI000805,O00317,P0001,1,34180.67,25
OI000806,O00317,P0067,4,43142.91,0
OI000807,O00318,P0034,5,6268.85,0
OI000808,O00318,P0057,4,41430.75,0
OI000809,O00318,P0038,4,41458.31,0
OI000810,O00318,P0047,4,35902.08,30
OI000811,O00319,P0016,1,7512.69,15
OI000812,O00319,P0075,1,36169.21,20
OI000813,O00319,P0053,3,7312.02,10
OI000814,O00319,P0062,2,13409.26,20
OI000815,O00320,P0059,4,37687.0,15
OI000816,O00321,P0038,4,16700.4,30
OI000817,O00321,P0034,5,13946.12,0
OI000818,O00321,P0018,2,26208.52,0
OI000819,O00322,P0048,5,18295.53,15
OI000820,O00322,P0040,2,28490.09,15
OI000821,O00323,P0057,3,7933.45,5
OI000822,O00323,P0019,5,14793.56,25
OI000823,O00323,P0033,2,1643.23,10
OI000824,O00323,P0075,3,7631.08,0
OI000825,O00324,P0047,-3,43544.07,25
OI000826,O00324,P0062,5,45025.2,20
OI000827,O00324,P0020,5,42667.37,20
OI000828,O00325,P0049,4,32506.73,30
OI000829,O00325,P0023,4,44882.4,0
OI000830,O00325,P0009,3,11435.05,10
OI000831,O00326,P0020,3,30529.9,0
OI000832,O00326,P0026,3,25064.81,0
OI000833,O00327,P0026,3,33296.14,25
OI000834,O00327,P0013,3,25493.97,15
OI000835,O00328,P0008,4,28443.43,10
OI000836,O00329,P0033,2,34562.53,10
OI000837,O00329,P0030,4,9077.18,15
OI000838,O00330,P0012,2,36733.53,0
OI000839,O00330,P0017,5,15312.35,10
OI000840,O00330,P0030,2,29387.45,30
OI000841,O00331,P0013,5,44111.63,0
OI000842,O00331,P0041,1,10022.18,0
OI000843,O00331,P0057,1,23932.78,0
OI000844,O00331,P0070,5,10945.95,30
OI000845,O00332,P0073,1,29190.25,0
OI000846,O00332,P0057,2,29549.64,30
OI000847,O00332,P0001,3,37789.37,15
OI000848,O00333,P0023,3,25487.83,15
OI000849,O00333,P0039,3,43396.23,10
OI000850,O00333,P0044,3,33972.67,15
OI000851,O00333,P0057,1,48867.14,5
OI000852,O00334,P0001,3,44695.02,30
OI000853,O00334,P0064,2,9145.06,25
OI000854,O00334,P0039,1,46283.44,30
OI000855,O00334,P0044,5,41172.24,10
OI000856,O00335,P0030,2,15533.22,15
OI000857,O00336,P0068,4,5370.13,15
OI000858,O00336,P0079,-3,33676.39,20
OI000859,O00336,P0021,2,38378.27,5
OI000860,O00337,P0079,2,16452.64,30
OI000861,O00337,P0077,4,39042.81,15
OI000862,O00338,P0034,4,46732.92,15
OI000863,O00338,P0048,2,15485.06,20
OI000864,O00339,P0058,3,21408.57,25
OI000865,O00339,P0054,1,38170.58,25
OI000866,O00339,P0008,4,17842.19,5
OI000867,O00340,P0036,1,40972.02,10
OI000868,O00340,P0027,3,14916.15,20
OI000869,O00340,P0004,3,21518.04,25
OI000870,O00340,P0042,5,28108.62,10
OI000871,O00341,P0080,5,22145.13,15
OI000872,O00341,P0014,1,12346.11,20
OI000873,O00342,P0076,4,47614.26,0
OI000874,O00342,P0050,4,12679.84,25
OI000875,O00342,P0008,1,3041.7,20
OI000876,O00342,P0036,5,18630.08,15
OI000877,O00343,P0061,2,44072.27,0
OI000878,O00344,P0053,2,43729.04,15
OI000879,O00344,P0074,2,28201.36,30
OI000880,O00344,P0032,3,28743.48,15
OI000881,O00345,P0003,2,38662.01,0
OI000882,O00345,P0041,3,45278.9,30
OI000883,O00345,P0028,2,16233.04,10
OI000884,O00346,P0047,3,10149.51,15
OI000885,O00346,P0033,5,37445.6,0
OI000886,O00346,P0018,1,32201.45,25
OI000887,O00346,P0051,4,39955.33,0
OI000888,O00347,P0003,5,22001.04,0
OI000889,O00347,P0065,3,39559.34,30
OI000890,O00347,P0037,5,16854.19,0
OI000891,O00348,P0073,-3,39084.26,5
OI000892,O00349,P0074,4,30599.07,10
OI000893,O00350,P0056,3,23419.33,5
OI000894,O00351,P0010,2,32480.03,20
OI000895,O00351,P0059,5,39110.37,25
OI000896,O00351,P0003,4,28843.21,0
OI000897,O00352,P0003,1,11455.19,25
OI000898,O00352,P0020,3,42814.84,20
OI000899,O00352,P0069,4,32767.23,10
OI000900,O00352,P0074,3,44688.87,5
OI000901,O00353,P0019,2,15596.96,0
OI000902,O00353,P0004,5,30195.59,0
OI000903,O00354,P0070,3,47744.36,20
OI000904,O00354,P0041,2,32993.81,10
OI000905,O00355,P0021,4,49552.43,10
OI000906,O00355,P0028,3,1608.0,30
OI000907,O00355,P0016,4,1514.84,10
OI000908,O00356,P0007,4,22067.71,10
OI000909,O00356,P0027,4,29613.31,0
OI000910,O00356,P0012,2,25458.49,0
OI000911,O00356,P0021,2,6237.83,30
OI000912,O00357,P0041,4,9751.31,0
OI000913,O00357,P0065,3,24029.45,0
OI000914,O00357,P0059,1,610.97,25
OI000915,O00358,P0013,3,18179.52,15
OI000916,O00358,P0009,4,47310.54,15
OI000917,O00358,P0030,1,32609.02,25
OI000918,O00358,P0061,1,47577.63,15
OI000919,O00359,P0006,2,42408.89,5
OI000920,O00359,P0073,1,6615.43,5
OI000921,O00359,P0018,4,38173.82,0
OI000922,O00360,P0038,3,30973.36,5
OI000923,O00360,P0054,2,8938.21,5
OI000924,O00361,P0047,-1,1741.51,10
OI000925,O00361,P0040,4,31359.3,15
OI000926,O00362,P0004,1,16746.21,30
OI000927,O00362,P0005,2,45700.45,0
OI000928,O00362,P0070,4,38184.49,5
OI000929,O00363,P0013,1,17596.15,10
OI000930,O00363,P0012,4,49412.53,0
OI000931,O00364,P0060,4,42842.99,30
OI000932,O00364,P0018,5,40518.9,0
OI000933,O00364,P0040,4,23606.98,15
OI000934,O00364,P0017,3,32904.62,20
OI000935,O00365,P0062,4,37498.77,10
OI000936,O00366,P0029,5,6707.93,5
OI000937,O00366,P0029,1,37223.47,25
OI000938,O00367,P0079,1,12676.49,15
OI000939,O00367,P0024,3,16599.13,30
OI000940,O00367,P0076,5,25965.99,15
OI000941,O00368,P0042,4,18894.84,5
OI000942,O00368,P0075,1,37459.81,25
OI000943,O00369,P0026,2,962.51,0
OI000944,O00370,P0021,4,16295.99,30
OI000945,O00370,P0062,3,9590.48,25
OI000946,O00371,P0028,4,31160.3,30
OI000947,O00371,P0016,3,32859.16,20
OI000948,O00371,P0044,2,12950.4,30
OI000949,O00371,P0071,4,33246.59,20
OI000950,O00372,P0009,3,21469.1,0
OI000951,O00372,P0070,2,4955.53,30
OI000952,O00372,P0015,1,27635.62,15
OI000953,O00373,P0045,3,22765.1,0
OI000954,O00373,P0065,2,20028.52,10
OI000955,O00374,P0029,1,10134.19,20
OI000956,O00374,P0068,5,39051.9,0
OI000957,O00375,P0070,-3,47371.38,5
OI000958,O00375,P0048,2,5231.87,5
OI000959,O00375,P0080,2,42201.13,5
OI000960,O00376,P0026,3,2683.38,25
OI000961,O00376,P0038,4,45072.59,25
OI000962,O00376,P0061,4,16265.58,15
OI000963,O00376,P0001,1,12753.63,15
OI000964,O00377,P0079,5,47973.97,0
OI000965,O00377,P0053,2,7403.63,5
OI000966,O00378,P0051,2,32392.71,25
OI000967,O00378,P0076,2,12616.52,20
OI000968,O00379,P0029,3,7236.91,25
OI000969,O00380,P0075,2,10490.1,5
OI000970,O00381,P0042,1,31928.64,15
OI000971,O00381,P0068,1,38639.99,30
OI000972,O00381,P0030,4,15116.41,0
OI000973,O00382,P0020,1,44041.29,20
OI000974,O00382,P0035,1,19229.71,15
OI000975,O00382,P0015,4,21439.05,5
OI000976,O00382,P0063,3,11425.51,0
OI000977,O00383,P0078,5,43287.98,10
OI000978,O00384,P0056,4,3068.46,0
OI000979,O00384,P0036,3,45260.39,20
OI000980,O00384,P0054,3,49158.56,0
OI000981,O00384,P0002,1,35726.51,30
OI000982,O00385,P0075,4,11264.06,25
OI000983,O00385,P0035,1,49865.8,30
OI000984,O00386,P0078,5,43552.07,25
OI000985,O00386,P0006,5,5612.93,0
OI000986,O00386,P0074,1,6094.3,10
OI000987,O00386,P0047,5,33712.32,25
OI000988,O00387,P0006,3,32442.65,30
OI000989,O00387,P0059,5,43204.71,0
OI000990,O00387,P0052,-3,45427.05,10
OI000991,O00387,P0073,2,1451.19,20
OI000992,O00388,P0038,4,40144.29,30
OI000993,O00389,P0046,3,17780.83,10
OI000994,O00389,P0036,4,39239.56,20
OI000995,O00389,P0059,3,38488.4,5
OI000996,O00390,P0072,5,32502.27,25
OI000997,O00390,P0045,2,42274.81,0
OI000998,O00391,P0046,5,27027.18,10
OI000999,O00391,P0041,3,5289.58,0
OI001000,O00391,P0052,3,31184.54,5
OI001001,O00392,P0026,3,42834.81,30
OI001002,O00392,P0045,3,40343.4,20
OI001003,O00392,P0021,2,16307.3,0
OI001004,O00392,P0025,5,15698.75,15
OI001005,O00393,P0051,5,34857.9,10
OI001006,O00393,P0012,1,35655.36,25
OI001007,O00394,P0019,3,26758.18,25
OI001008,O00394,P0018,4,5405.39,15
OI001009,O00394,P0079,5,48544.58,20
OI001010,O00395,P0057,1,12483.7,5
OI001011,O00395,P0036,1,24851.02,10
OI001012,O00396,P0029,4,32482.78,10
OI001013,O00396,P0019,1,15015.46,0
OI001014,O00397,P0057,4,27927.04,10
OI001015,O00397,P0053,2,42433.26,25
OI001016,O00397,P0074,4,37402.94,20
OI001017,O00397,P0034,4,18668.87,10
OI001018,O00398,P0070,3,4082.76,5
OI001019,O00398,P0042,2,39828.96,5
OI001020,O00398,P0013,5,35490.61,20
OI001021,O00399,P0078,2,36075.29,10
OI001022,O00400,P0035,5,41871.52,30
OI001023,O00400,P0080,-2,29655.38,0
OI001024,O00400,P0022,1,28107.95,0
OI001025,O00400,P0045,4,43411.96,5
OI001026,O00401,P0046,1,47748.03,15
OI001027,O00402,P0004,5,24667.79,5
OI001028,O00402,P0051,2,33174.59,15
OI001029,O00402,P0069,3,16694.03,25
OI001030,O00403,P0070,5,15894.31,0
OI001031,O00403,P0079,1,35677.66,20
OI001032,O00404,P0010,5,3415.53,25
OI001033,O00405,P0025,2,48994.15,5
OI001034,O00405,P0024,1,32558.0,30
OI001035,O00406,P0043,1,4934.53,25
OI001036,O00407,P0053,4,34896.65,5
OI001037,O00407,P0044,2,5019.2,20
OI001038,O00407,P0023,4,43983.46,30
OI001039,O00407,P0012,2,13210.15,10
OI001040,O00408,P0045,1,17151.08,0
OI001041,O00408,P0068,3,1264.94,0
OI001042,O00409,P0048,1,8633.53,0
OI001043,O00410,P0042,4,15486.63,20
OI001044,O00411,P0023,2,31914.97,30
OI001045,O00412,P0069,2,48794.78,0
OI001046,O00412,P0020,5,18864.87,5
OI001047,O00413,P0023,5,7655.28,30
OI001048,O00413,P0004,5,2179.02,0
OI001049,O00413,P0040,3,5611.8,5
OI001050,O00413,P0076,5,8577.42,0
OI001051,O00414,P0025,5,7973.82,20
OI001052,O00414,P0059,5,41630.56,30
OI001053,O00414,P0015,5,3506.81,10
OI001054,O00414,P0047,2,12162.7,30
OI001055,O00415,P0052,1,18076.49,30
OI001056,O00415,P0076,-3,4774.94,20
OI001057,O00416,P0070,2,14307.44,5
OI001058,O00416,P0058,2,14824.72,25
OI001059,O00416,P0052,4,19009.08,30
OI001060,O00416,P0004,4,5439.85,30
OI001061,O00417,P0040,4,49616.3,15
OI001062,O00417,P0008,5,41605.05,10
OI001063,O00417,P0012,3,44631.6,5
OI001064,O00417,P0041,1,26831.03,0
OI001065,O00418,P0050,2,17750.34,0
OI001066,O00418,P0056,5,26318.23,5
OI001067,O00418,P0066,3,34136.39,0
OI001068,O00419,P0013,4,47510.72,10
OI001069,O00419,P0041,1,35773.22,30
OI001070,O00420,P0074,5,1025.74,25
OI001071,O00420,P0027,1,46234.53,0
OI001072,O00421,P0043,2,49357.5,10
OI001073,O00421,P0048,4,2476.65,5
OI001074,O00422,P0080,3,44126.75,25
OI001075,O00422,P0074,3,10442.59,15
OI001076,O00423,P0002,4,41221.86,25
OI001077,O00423,P0036,2,40882.05,30
OI001078,O00423,P0033,5,768.88,25
OI001079,O00423,P0006,4,6662.19,10
OI001080,O00424,P0015,1,8156.46,30
OI001081,O00425,P0024,5,16537.08,15
OI001082,O00426,P0037,5,14500.34,15
OI001083,O00426,P0014,1,19896.59,10
OI001084,O00426,P0012,5,42361.1,10
OI001085,O00426,P0017,5,49779.03,30
OI001086,O00427,P0014,1,11625.09,25
OI001087,O00427,P0024,1,38186.44,0
OI001088,O00427,P0031,4,30862.21,30
OI001089,O00427,P0019,-3,38514.05,10
OI001090,O00428,P0041,1,28547.87,5
OI001091,O00428,P0044,3,46111.53,20
OI001092,O00429,P0026,1,19717.77,5
OI001093,O00429,P0038,5,3416.56,5
OI001094,O00429,P0025,3,32986.11,30
OI001095,O00429,P0004,4,3701.8,10
OI001096,O00430,P0072,2,7382.33,20
OI001097,O00430,P0008,1,34316.95,25
OI001098,O00430,P0067,5,1118.73,5
OI001099,O00431,P0048,1,7388.45,0
OI001100,O00431,P0030,1,19215.37,0
OI001101,O00431,P0050,5,6202.19,10
OI001102,O00432,P0073,5,3927.72,30
OI001103,O00433,P0037,5,19491.67,10
OI001104,O00433,P0063,5,12689.61,30
OI001105,O00433,P0062,2,22847.6,20
OI001106,O00433,P0029,2,14521.46,5
OI001107,O00434,P0033,2,18561.89,0
OI001108,O00434,P0056,3,7413.19,30
OI001109,O00434,P0053,5,42621.26,25
OI001110,O00434,P0017,3,10603.02,25
OI001111,O00435,P0054,4,36739.1,30
OI001112,O00435,P0050,4,18337.12,20
OI001113,O00435,P0052,2,36234.56,10
OI001114,O00435,P0032,2,35701.35,10
OI001115,O00436,P0060,5,43156.32,25
OI001116,O00436,P0048,3,10872.31,5
OI001117,O00436,P0061,1,27255.73,30
OI001118,O00437,P0080,4,2781.56,10
OI001119,O00437,P0044,5,44523.75,25
OI001120,O00437,P0067,4,9220.68,30
OI001121,O00438,P0027,4,28477.8,5
OI001122,O00439,P0073,-3,20243.36,10
OI001123,O00439,P0020,4,15995.41,10
OI001124,O00439,P0017,4,15981.68,0
OI001125,O00440,P0009,1,1317.94,0
OI001126,O00441,P0012,3,46595.24,20
OI001127,O00441,P0026,2,47908.34,15
OI001128,O00441,P0009,3,31255.78,20
OI001129,O00442,P0061,3,35254.26,15
OI001130,O00442,P0039,1,40166.21,5
OI001131,O00442,P0020,2,20905.5,25
OI001132,O00442,P0021,5,27727.98,30
OI001133,O00443,P0032,1,33277.49,5
OI001134,O00443,P0057,1,37844.76,5
OI001135,O00443,P0049,4,19123.65,5
OI001136,O00444,P0076,3,46564.37,5
OI001137,O00445,P0003,4,47343.55,20
OI001138,O00445,P0044,1,44352.91,0
OI001139,O00445,P0023,2,31295.55,25
OI001140,O00445,P0020,1,49646.62,10
OI001141,O00446,P0038,1,17896.91,30
OI001142,O00446,P0003,5,44579.62,25
OI001143,O00446,P0022,3,42599.83,10
OI001144,O00447,P0067,1,24608.05,5
OI001145,O00447,P0007,2,35100.62,15
OI001146,O00447,P0058,4,17041.51,15
OI001147,O00448,P0011,3,27675.89,5
OI001148,O00448,P0080,1,36798.4,0
OI001149,O00448,P0039,4,10182.21,30
OI001150,O00448,P0049,4,2040.16,15
OI001151,O00449,P0043,3,40206.52,25
OI001152,O00449,P0053,3,6833.92,20
OI001153,O00449,P0034,5,9846.95,15
OI001154,O00449,P0035,1,45689.53,0
OI001155,O00450,P0066,-1,40585.07,0
OI001156,O00450,P0032,1,9061.08,0
OI001157,O00450,P0020,5,40122.49,0
OI001158,O00451,P0002,1,36891.05,20
OI001159,O00452,P0020,5,31399.79,30
OI001160,O00453,P0014,5,6318.43,5
OI001161,O00453,P0026,1,9482.35,0
OI001162,O00453,P0001,4,39631.74,10
OI001163,O00454,P0007,1,19498.32,10
OI001164,O00454,P0061,2,35484.82,30
OI001165,O00455,P0061,3,36645.35,0
OI001166,O00455,P0057,2,25502.32,0
OI001167,O00456,P0026,3,7408.67,10
OI001168,O00456,P0016,1,9612.88,20
OI001169,O00457,P0021,4,31856.02,15
OI001170,O00457,P0077,4,25456.06,15
OI001171,O00458,P0055,3,41267.31,10
OI001172,O00458,P0068,1,32828.4,15
OI001173,O00459,P0021,1,3315.57,30
OI001174,O00459,P0045,1,31087.31,25
OI001175,O00459,P0011,4,846.95,0
OI001176,O00460,P0076,3,34979.28,0
OI001177,O00460,P0073,3,36425.66,20
OI001178,O00460,P0058,3,37174.08,30
OI001179,O00461,P0064,3,38229.77,20
OI001180,O00461,P0070,2,11598.55,5
OI001181,O00461,P0006,3,20634.19,30
OI001182,O00462,P0052,4,43466.95,30
OI001183,O00462,P0058,2,7318.62,25
OI001184,O00462,P0054,1,43699.75,20
OI001185,O00463,P0020,4,18444.07,25
OI001186,O00463,P0023,2,29748.62,5
OI001187,O00463,P0028,1,1065.37,30
OI001188,O00463,P0020,-2,10088.39,30
OI001189,O00464,P0021,3,41531.46,15
OI001190,O00464,P0030,2,24455.1,30
OI001191,O00464,P0056,4,47379.71,5
OI001192,O00464,P0063,1,17830.13,0
OI001193,O00465,P0042,4,30488.93,5
OI001194,O00466,P0067,4,40230.2,25
OI001195,O00466,P0063,1,47853.62,5
OI001196,O00467,P0040,5,21592.62,0
OI001197,O00467,P0077,2,26599.43,20
OI001198,O00467,P0048,2,18635.99,30
OI001199,O00468,P0003,4,18657.92,10
OI001200,O00469,P0042,2,45529.77,20
OI001201,O00469,P0061,3,27861.04,20
OI001202,O00470,P0017,3,39134.36,10
OI001203,O00470,P0076,5,12041.64,10
OI001204,O00471,P0073,4,44555.21,20
OI001205,O00471,P0066,1,19361.13,5
OI001206,O00471,P0080,3,4295.06,30
OI001207,O00471,P0060,5,45046.42,15
OI001208,O00472,P0058,4,38927.3,15
OI001209,O00473,P0047,1,23818.91,10
OI001210,O00473,P0001,3,17969.4,30
OI001211,O00474,P0035,3,24363.71,20
OI001212,O00474,P0078,5,10202.9,10
OI001213,O00475,P0038,1,36840.87,10
OI001214,O00476,P0032,4,21293.82,0
OI001215,O00476,P0039,3,10410.94,15
OI001216,O00476,P0004,1,32668.84,25
OI001217,O00477,P0048,4,38845.9,5
OI001218,O00478,P0049,5,8059.68,30
OI001219,O00478,P0041,1,46860.92,30
OI001220,O00478,P0036,2,35388.26,30
OI001221,O00478,P0037,-3,6644.65,0
OI001222,O00479,P0007,3,27740.61,20
OI001223,O00480,P0041,4,27618.82,25
OI001224,O00480,P0042,4,9105.42,0
OI001225,O00481,P0042,5,37885.45,0
OI001226,O00481,P0066,1,36208.14,5
OI001227,O00481,P0064,1,46365.7,5
OI001228,O00482,P0014,5,8378.24,10
OI001229,O00482,P0012,3,48622.89,20
OI001230,O00483,P0053,3,37604.82,30
OI001231,O00484,P0070,1,26352.8,25
OI001232,O00484,P0020,5,41186.59,10
OI001233,O00484,P0058,2,5983.65,15
OI001234,O00484,P0030,2,3061.58,0
OI001235,O00485,P0029,4,2359.14,10
OI001236,O00486,P0020,2,25154.05,20
OI001237,O00486,P0050,4,1207.97,15
OI001238,O00487,P0004,4,27614.05,0
OI001239,O00487,P0026,5,2041.28,10
OI001240,O00487,P0075,4,605.83,0
OI001241,O00487,P0075,3,25580.14,5
OI001242,O00488,P0028,2,26927.44,15
OI001243,O00488,P0035,5,18871.45,25
OI001244,O00488,P0021,2,37770.03,15
OI001245,O00488,P0043,2,16521.14,15
OI001246,O00489,P0016,3,22719.58,30
OI001247,O00489,P0078,5,38558.33,10
OI001248,O00489,P0024,1,2322.59,0
OI001249,O00489,P0027,2,38048.02,15
OI001250,O00490,P0076,3,18206.68,0
OI001251,O00490,P0030,5,44537.77,15
OI001252,O00491,P0066,1,15667.6,10
OI001253,O00491,P0024,3,10516.05,25
OI001254,O00492,P0059,-3,37754.47,30
OI001255,O00492,P0062,5,29937.83,10
OI001256,O00492,P0010,5,5586.26,0
OI001257,O00493,P0080,1,42894.01,15
OI001258,O00494,P0039,4,19225.69,5
OI001259,O00495,P0007,3,10961.6,10
OI001260,O00496,P0048,1,14178.94,0
OI001261,O00496,P0039,1,44951.45,15
OI001262,O00496,P0019,3,22982.15,10
OI001263,O00496,P0016,1,44044.46,30
OI001264,O00497,P0002,1,4533.24,10
OI001265,O00497,P0059,5,34822.2,15
OI001266,O00498,P0003,5,24116.32,5
OI001267,O00498,P0028,1,20027.56,25
