product_a,product_b,times_bought_together
Bluetooth Speaker,Vacuum Cleaner,1
Bluetooth Speaker,Vacuum Cleaner,1
Bluetooth Speaker,Wall Clock,1
Bluetooth Speaker,Water Bottle,1
Bluetooth Speaker,Water Bottle,1
Bluetooth Speaker,Web Development,1
Bluetooth Speaker,Web Development,1
Bluetooth Speaker,Webcam,1
Bluetooth Speaker,Webcam,1
Cap,Bedsheet Set,1
Cap,Bedsheet Set,1
Cap,Bedsheet Set,1
Cap,Cloud Computing,1
Cap,Coffee Maker,1
Cap,Cookware Set,1
Cap,Cookware Set,1
Cap,Cushion Set,1
Cap,Data Engineering,1
Cap,Data Engineering,1
Cap,Database Systems,1
Cap,Machine Learning Basics,1
Cap,Machine Learning Basics,1
Cap,Office Chair,1
Cap,Python Programming,1
Cap,Python Programming,1
Cap,Python Programming,1
Cap,Statistics Guide,1
Cap,Statistics Guide,1
Cap,Storage Box,1
Cap,Table Lamp,1
Cap,Vacuum Cleaner,1
Cap,Wall Clock,1
Cap,Wall Clock,1
Cap,Water Bottle,1
Cap,Water Bottle,1
Cap,Water Bottle,1
Cap,Web Development,1
Cap,Web Development,1
Casual Trousers,Artificial Intelligence,1
Casual Trousers,Backpack,1
Casual Trousers,Backpack,1
Casual Trousers,Bedsheet Set,1
Casual Trousers,Bedsheet Set,1
Casual Trousers,Casual Trousers,1
Casual Trousers,Clean Code,1
Casual Trousers,Cloud Computing,1
Casual Trousers,Coffee Maker,1
Casual Trousers,Cookware Set,1
Casual Trousers,Cushion Set,1
Casual Trousers,Cushion Set,1
Casual Trousers,Cushion Set,1
Casual Trousers,Data Engineering,1
Casual Trousers,Database Systems,1
Casual Trousers,Database Systems,1
Casual Trousers,Database Systems,1
Casual Trousers,Office Chair,1
Casual Trousers,Office Chair,1
Casual Trousers,Python Programming,1
Casual Trousers,Sneakers,1
Casual Trousers,Sneakers,1
Casual Trousers,Sql Handbook,1
Casual Trousers,Sql Handbook,1
Casual Trousers,Statistics Guide,1
Casual Trousers,Storage Box,1
Casual Trousers,Table Lamp,1
Casual Trousers,Vacuum Cleaner,1
Casual Trousers,Vacuum Cleaner,1
Casual Trousers,Wall Clock,1
Casual Trousers,Wall Clock,1
Casual Trousers,Water Bottle,1
Casual Trousers,Web Development,1
Casual Trousers,Web Development,1
Casual Trousers,Web Development,1
Clean Code,Statistics Guide,1
Clean Code,Web Development,1
Clean Code,Web Development,1
Clean Code,Web Development,1
Cloud Computing,Artificial Intelligence,1
Cloud Computing,Clean Code,1
Cloud Computing,Database Systems,1
Cloud Computing,Statistics Guide,1
Cloud Computing,Statistics Guide,1
Cloud Computing,Statistics Guide,1
Cloud Computing,Web Development,1
Coffee Maker,Clean Code,1
Coffee Maker,Cloud Computing,1
Coffee Maker,Cookware Set,1
Coffee Maker,Cookware Set,1
Coffee Maker,Cookware Set,1
Coffee Maker,Cushion Set,1
Coffee Maker,Cushion Set,1
Coffee Maker,Machine Learning Basics,1
Coffee Maker,Office Chair,1
Coffee Maker,Python Programming,1
Coffee Maker,Python Programming,1
Coffee Maker,Statistics Guide,1
Coffee Maker,Statistics Guide,1
Coffee Maker,Storage Box,1
Coffee Maker,Storage Box,1
Coffee Maker,Table Lamp,1
Coffee Maker,Table Lamp,1
Coffee Maker,Vacuum Cleaner,1
Coffee Maker,Vacuum Cleaner,1
Coffee Maker,Wall Clock,1
Coffee Maker,Water Bottle,1
Coffee Maker,Water Bottle,1
Coffee Maker,Web Development,1
Coffee Maker,Web Development,1
Cookware Set,Artificial Intelligence,1
Cookware Set,Artificial Intelligence,1
Cookware Set,Cloud Computing,1
Cookware Set,Cloud Computing,1
Cookware Set,Cookware Set,1
Cookware Set,Data Engineering,1
Cookware Set,Data Engineering,1
Cookware Set,Database Systems,1
Cookware Set,Database Systems,1
Cookware Set,Machine Learning Basics,1
Cookware Set,Machine Learning Basics,1
Cookware Set,Python Programming,1
Cookware Set,Python Programming,1
Cookware Set,Sql Handbook,1
Cookware Set,Vacuum Cleaner,1
Cookware Set,Wall Clock,1
Cookware Set,Wall Clock,1
Cookware Set,Wall Clock,1
Cookware Set,Web Development,1
Cotton Shirt,Artificial Intelligence,1
Cotton Shirt,Backpack,1
Cotton Shirt,Backpack,1
Cotton Shirt,Bedsheet Set,1
Cotton Shirt,Bedsheet Set,1
Cotton Shirt,Cap,1
Cotton Shirt,Cap,1
Cotton Shirt,Cloud Computing,1
Cotton Shirt,Coffee Maker,1
Cotton Shirt,Data Engineering,1
Cotton Shirt,Data Engineering,1
Cotton Shirt,Database Systems,1
Cotton Shirt,Database Systems,1
Cotton Shirt,Database Systems,1
Cotton Shirt,Denim Jeans,1
Cotton Shirt,Denim Jeans,1
Cotton Shirt,Denim Jeans,1
Cotton Shirt,Denim Jeans,1
Cotton Shirt,Jacket,1
Cotton Shirt,Machine Learning Basics,1
Cotton Shirt,Machine Learning Basics,1
Cotton Shirt,Office Chair,1
Cotton Shirt,Python Programming,1
Cotton Shirt,Python Programming,1
Cotton Shirt,Python Programming,1
Cotton Shirt,Running Shoes,1
Cotton Shirt,Running Shoes,1
Cotton Shirt,Sneakers,1
Cotton Shirt,Sneakers,1
Cotton Shirt,Socks,1
Cotton Shirt,Socks,1
Cotton Shirt,Socks,1
Cotton Shirt,Sql Handbook,1
Cotton Shirt,Sql Handbook,1
Cotton Shirt,Sql Handbook,1
Cotton Shirt,Statistics Guide,1
Cotton Shirt,Statistics Guide,1
Cotton Shirt,Storage Box,1
Cotton Shirt,Storage Box,1
Cotton Shirt,Storage Box,1
Cotton Shirt,Storage Box,1
Cotton Shirt,Vacuum Cleaner,1
Cotton Shirt,Vacuum Cleaner,1
Cotton Shirt,Vacuum Cleaner,1
Cotton Shirt,Wall Clock,1
Cotton Shirt,Water Bottle,1
Cotton Shirt,Water Bottle,1
Cotton Shirt,Water Bottle,1
Cotton Shirt,Water Bottle,1
Cotton Shirt,Web Development,1
Cotton Shirt,Web Development,1
Cushion Set,Artificial Intelligence,1
Cushion Set,Artificial Intelligence,1
Cushion Set,Clean Code,1
Cushion Set,Cloud Computing,1
Cushion Set,Data Engineering,1
Cushion Set,Machine Learning Basics,1
Cushion Set,Machine Learning Basics,1
Cushion Set,Python Programming,1
Cushion Set,Python Programming,1
Cushion Set,Statistics Guide,1
Cushion Set,Vacuum Cleaner,1
Cushion Set,Vacuum Cleaner,1
Cushion Set,Web Development,1
Data Engineering,Artificial Intelligence,1
Data Engineering,Artificial Intelligence,1
Data Engineering,Artificial Intelligence,1
Data Engineering,Clean Code,1
Data Engineering,Clean Code,1
Data Engineering,Cloud Computing,1
Data Engineering,Cloud Computing,1
Data Engineering,Cloud Computing,1
Data Engineering,Database Systems,1
Data Engineering,Machine Learning Basics,1
Data Engineering,Machine Learning Basics,1
Data Engineering,Machine Learning Basics,1
Data Engineering,Statistics Guide,1
Data Engineering,Web Development,1
Denim Jeans,Artificial Intelligence,1
Denim Jeans,Artificial Intelligence,1
Denim Jeans,Bedsheet Set,1
Denim Jeans,Bedsheet Set,1
Denim Jeans,Casual Trousers,1
Denim Jeans,Casual Trousers,1
Denim Jeans,Clean Code,1
Denim Jeans,Cloud Computing,1
Denim Jeans,Coffee Maker,1
Denim Jeans,Cookware Set,1
Denim Jeans,Cookware Set,1
Denim Jeans,Cookware Set,1
Denim Jeans,Cushion Set,1
Denim Jeans,Cushion Set,1
Denim Jeans,Database Systems,1
Denim Jeans,Hoodie,1
Denim Jeans,Hoodie,1
Denim Jeans,Machine Learning Basics,1
Denim Jeans,Machine Learning Basics,1
Denim Jeans,Python Programming,1
Denim Jeans,Running Shoes,1
Denim Jeans,Running Shoes,1
Denim Jeans,Running Shoes,1
Denim Jeans,Sneakers,1
Denim Jeans,Sneakers,1
Denim Jeans,Socks,1
Denim Jeans,Socks,1
Denim Jeans,Sql Handbook,1
Denim Jeans,Statistics Guide,1
Denim Jeans,Statistics Guide,1
Denim Jeans,Storage Box,1
Denim Jeans,Table Lamp,1
Denim Jeans,Table Lamp,1
Denim Jeans,Vacuum Cleaner,1
Denim Jeans,Wall Clock,1
Denim Jeans,Wall Clock,1
Denim Jeans,Water Bottle,1
Denim Jeans,Water Bottle,1
Denim Jeans,Web Development,1
Denim Jeans,Web Development,1
Hoodie,Artificial Intelligence,1
Hoodie,Artificial Intelligence,1
Hoodie,Artificial Intelligence,1
Hoodie,Backpack,1
Hoodie,Bedsheet Set,1
Hoodie,Clean Code,1
Hoodie,Clean Code,1
Hoodie,Cloud Computing,1
Hoodie,Coffee Maker,1
Hoodie,Cookware Set,1
Hoodie,Cookware Set,1
Hoodie,Cushion Set,1
Hoodie,Data Engineering,1
Hoodie,Database Systems,1
Hoodie,Database Systems,1
Hoodie,Jacket,1
Hoodie,Jacket,1
Hoodie,Jacket,1
Hoodie,Machine Learning Basics,1
Hoodie,Office Chair,1
Hoodie,Python Programming,1
Hoodie,Sneakers,1
Hoodie,Sneakers,1
Hoodie,Sql Handbook,1
Hoodie,Sql Handbook,1
Hoodie,Sql Handbook,1
Hoodie,Storage Box,1
Hoodie,Table Lamp,1
Hoodie,Vacuum Cleaner,1
Hoodie,Vacuum Cleaner,1
Hoodie,Wall Clock,1
Hoodie,Wall Clock,1
Hoodie,Water Bottle,1
Jacket,Artificial Intelligence,1
Jacket,Artificial Intelligence,1
Jacket,Backpack,1
Jacket,Backpack,1
Jacket,Backpack,1
Jacket,Bedsheet Set,1
Jacket,Bedsheet Set,1
Jacket,Cap,1
Jacket,Cap,1
Jacket,Casual Trousers,1
Jacket,Casual Trousers,1
Jacket,Cloud Computing,1
Jacket,Cloud Computing,1
Jacket,Coffee Maker,1
Jacket,Coffee Maker,1
Jacket,Cookware Set,1
Jacket,Cookware Set,1
Jacket,Cookware Set,1
Jacket,Cushion Set,1
Jacket,Data Engineering,1
Jacket,Data Engineering,1
Jacket,Data Engineering,1
Jacket,Database Systems,1
Jacket,Jacket,1
Jacket,Office Chair,1
Jacket,Python Programming,1
Jacket,Python Programming,1
Jacket,Sneakers,1
Jacket,Sneakers,1
Jacket,Socks,1
Jacket,Sql Handbook,1
Jacket,Sql Handbook,1
Jacket,Statistics Guide,1
Jacket,Table Lamp,1
Jacket,Table Lamp,1
Jacket,Vacuum Cleaner,1
Jacket,Wall Clock,1
Jacket,Wall Clock,1
Jacket,Water Bottle,1
Jacket,Web Development,1
Jacket,Web Development,1
Laptop,Artificial Intelligence,1
Laptop,Artificial Intelligence,1
Laptop,Backpack,1
Laptop,Backpack,1
Laptop,Bedsheet Set,1
Laptop,Bluetooth Speaker,1
Laptop,Casual Trousers,1
Laptop,Casual Trousers,1
Laptop,Casual Trousers,1
Laptop,Coffee Maker,1
Laptop,Coffee Maker,1
Laptop,Coffee Maker,1
Laptop,Cookware Set,1
Laptop,Cookware Set,1
Laptop,Cookware Set,1
Laptop,Cotton Shirt,1
Laptop,Cotton Shirt,1
Laptop,Data Engineering,1
Laptop,Database Systems,1
Laptop,Denim Jeans,1
Laptop,Denim Jeans,1
Laptop,Denim Jeans,1
Laptop,Hoodie,1
Laptop,Jacket,1
Laptop,Jacket,1
Laptop,Mechanical Keyboard,1
Laptop,Mechanical Keyboard,1
Laptop,Mouse,1
Laptop,Office Chair,1
Laptop,Office Chair,1
Laptop,Office Chair,1
Laptop,Power Bank,1
Laptop,Power Bank,1
Laptop,Python Programming,1
Laptop,Python Programming,1
Laptop,Python Programming,1
Laptop,Running Shoes,1
Laptop,Smart Watch,1
Laptop,Sneakers,1
Laptop,Socks,1
Laptop,Sql Handbook,1
Laptop,Sql Handbook,1
Laptop,Sql Handbook,1
Laptop,Statistics Guide,1
Laptop,Statistics Guide,1
Laptop,Storage Box,1
Laptop,Table Lamp,1
Laptop,Vacuum Cleaner,1
Laptop,Vacuum Cleaner,1
Laptop,Water Bottle,1
Laptop,Web Development,1
Laptop,Web Development,1
Laptop,Web Development,1
Laptop,Webcam,1
Machine Learning Basics,Clean Code,1
Machine Learning Basics,Cloud Computing,1
Machine Learning Basics,Cloud Computing,1
Machine Learning Basics,Database Systems,1
Machine Learning Basics,Database Systems,1
Machine Learning Basics,Database Systems,1
Machine Learning Basics,Sql Handbook,1
Machine Learning Basics,Sql Handbook,1
Machine Learning Basics,Sql Handbook,1
Machine Learning Basics,Statistics Guide,1
Machine Learning Basics,Statistics Guide,1
Machine Learning Basics,Web Development,1
Machine Learning Basics,Web Development,1
Mechanical Keyboard,Artificial Intelligence,1
Mechanical Keyboard,Cap,1
Mechanical Keyboard,Clean Code,1
Mechanical Keyboard,Cotton Shirt,1
Mechanical Keyboard,Cushion Set,1
Mechanical Keyboard,Cushion Set,1
Mechanical Keyboard,Cushion Set,1
Mechanical Keyboard,Data Engineering,1
Mechanical Keyboard,Database Systems,1
Mechanical Keyboard,Denim Jeans,1
Mechanical Keyboard,Jacket,1
Mechanical Keyboard,Jacket,1
Mechanical Keyboard,Machine Learning Basics,1
Mechanical Keyboard,Machine Learning Basics,1
Mechanical Keyboard,Mechanical Keyboard,1
Mechanical Keyboard,Office Chair,1
Mechanical Keyboard,Office Chair,1
Mechanical Keyboard,Power Bank,1
Mechanical Keyboard,Power Bank,1
Mechanical Keyboard,Power Bank,1
Mechanical Keyboard,Smart Watch,1
Mechanical Keyboard,Sneakers,1
Mechanical Keyboard,Sneakers,1
Mechanical Keyboard,Sneakers,1
Mechanical Keyboard,Socks,1
Mechanical Keyboard,Socks,1
Mechanical Keyboard,Socks,1
Mechanical Keyboard,Sql Handbook,1
Mechanical Keyboard,Sql Handbook,1
Mechanical Keyboard,Statistics Guide,1
Mechanical Keyboard,Storage Box,1
Mechanical Keyboard,Storage Box,1
Mechanical Keyboard,Table Lamp,1
Mechanical Keyboard,Table Lamp,1
Mechanical Keyboard,Table Lamp,1
Mechanical Keyboard,Table Lamp,1
Mechanical Keyboard,Vacuum Cleaner,1
Mechanical Keyboard,Vacuum Cleaner,1
Mechanical Keyboard,Vacuum Cleaner,1
Mechanical Keyboard,Wall Clock,1
Mechanical Keyboard,Water Bottle,1
Mechanical Keyboard,Web Development,1
Mechanical Keyboard,Web Development,1
Mechanical Keyboard,Webcam,1
Mechanical Keyboard,Webcam,1
Mouse,Backpack,1
Mouse,Backpack,1
Mouse,Bedsheet Set,1
Mouse,Bedsheet Set,1
Mouse,Cap,1
Mouse,Casual Trousers,1
Mouse,Casual Trousers,1
Mouse,Clean Code,1
Mouse,Clean Code,1
Mouse,Clean Code,1
Mouse,Cloud Computing,1
Mouse,Coffee Maker,1
Mouse,Cookware Set,1
Mouse,Cookware Set,1
Mouse,Cookware Set,1
Mouse,Cushion Set,1
Mouse,Data Engineering,1
Mouse,Database Systems,1
Mouse,Denim Jeans,1
Mouse,Hoodie,1
Mouse,Jacket,1
Mouse,Machine Learning Basics,1
Mouse,Office Chair,1
Mouse,Python Programming,1
Mouse,Python Programming,1
Mouse,Running Shoes,1
Mouse,Sneakers,1
Mouse,Socks,1
Mouse,Storage Box,1
Mouse,Table Lamp,1
Mouse,Vacuum Cleaner,1
Mouse,Vacuum Cleaner,1
Mouse,Wall Clock,1
Mouse,Web Development,1
Office Chair,Artificial Intelligence,1
Office Chair,Artificial Intelligence,1
Office Chair,Bedsheet Set,1
Office Chair,Clean Code,1
Office Chair,Cookware Set,1
Office Chair,Cushion Set,1
Office Chair,Data Engineering,1
Office Chair,Database Systems,1
Office Chair,Database Systems,1
Office Chair,Machine Learning Basics,1
Office Chair,Python Programming,1
Office Chair,Python Programming,1
Office Chair,Sql Handbook,1
Office Chair,Sql Handbook,1
Office Chair,Statistics Guide,1
Office Chair,Storage Box,1
Office Chair,Vacuum Cleaner,1
Office Chair,Wall Clock,1
Office Chair,Water Bottle,1
Office Chair,Water Bottle,1
Office Chair,Web Development,1
Power Bank,Artificial Intelligence,1
Power Bank,Backpack,1
Power Bank,Backpack,1
Power Bank,Bedsheet Set,1
Power Bank,Cap,1
Power Bank,Cap,1
Power Bank,Clean Code,1
Power Bank,Clean Code,1
Power Bank,Cloud Computing,1
Power Bank,Coffee Maker,1
Power Bank,Cookware Set,1
Power Bank,Cotton Shirt,1
Power Bank,Cotton Shirt,1
Power Bank,Cotton Shirt,1
Power Bank,Data Engineering,1
Power Bank,Denim Jeans,1
Power Bank,Jacket,1
Power Bank,Jacket,1
Power Bank,Jacket,1
Power Bank,Machine Learning Basics,1
Power Bank,Machine Learning Basics,1
Power Bank,Mouse,1
Power Bank,Office Chair,1
Power Bank,Python Programming,1
Power Bank,Running Shoes,1
Power Bank,Running Shoes,1
Power Bank,Socks,1
Power Bank,Sql Handbook,1
Power Bank,Statistics Guide,1
Power Bank,Storage Box,1
Power Bank,Storage Box,1
Power Bank,Storage Box,1
Power Bank,Table Lamp,1
Power Bank,Table Lamp,1
Power Bank,Vacuum Cleaner,1
Power Bank,Vacuum Cleaner,1
Power Bank,Wall Clock,1
Power Bank,Web Development,1
Power Bank,Web Development,1
Python Programming,Artificial Intelligence,1
Python Programming,Clean Code,1
Python Programming,Clean Code,1
Python Programming,Cloud Computing,1
Python Programming,Data Engineering,1
Python Programming,Machine Learning Basics,1
Python Programming,Sql Handbook,1
Python Programming,Statistics Guide,1
Running Shoes,Artificial Intelligence,1
Running Shoes,Backpack,1
Running Shoes,Bedsheet Set,1
Running Shoes,Cap,1
Running Shoes,Casual Trousers,1
Running Shoes,Clean Code,1
Running Shoes,Clean Code,1
Running Shoes,Cloud Computing,1
Running Shoes,Cloud Computing,1
Running Shoes,Coffee Maker,1
Running Shoes,Coffee Maker,1
Running Shoes,Coffee Maker,1
Running Shoes,Cookware Set,1
Running Shoes,Cookware Set,1
Running Shoes,Cookware Set,1
Running Shoes,Cushion Set,1
Running Shoes,Data Engineering,1
Running Shoes,Hoodie,1
Running Shoes,Hoodie,1
Running Shoes,Hoodie,1
Running Shoes,Hoodie,1
Running Shoes,Jacket,1
Running Shoes,Jacket,1
Running Shoes,Jacket,1
Running Shoes,Machine Learning Basics,1
Running Shoes,Office Chair,1
Running Shoes,Office Chair,1
Running Shoes,Office Chair,1
Running Shoes,Python Programming,1
Running Shoes,Statistics Guide,1
Running Shoes,Statistics Guide,1
Running Shoes,Table Lamp,1
Running Shoes,Table Lamp,1
Running Shoes,Table Lamp,1
Running Shoes,Vacuum Cleaner,1
Running Shoes,Vacuum Cleaner,1
Running Shoes,Water Bottle,1
Running Shoes,Water Bottle,1
Running Shoes,Water Bottle,1
Running Shoes,Water Bottle,1
Smart Watch,Artificial Intelligence,1
Smart Watch,Artificial Intelligence,1
Smart Watch,Backpack,1
Smart Watch,Bedsheet Set,1
Smart Watch,Cap,1
Smart Watch,Cap,1
Smart Watch,Casual Trousers,1
Smart Watch,Casual Trousers,1
Smart Watch,Clean Code,1
Smart Watch,Clean Code,1
Smart Watch,Clean Code,1
Smart Watch,Cloud Computing,1
Smart Watch,Coffee Maker,1
Smart Watch,Coffee Maker,1
Smart Watch,Cookware Set,1
Smart Watch,Cookware Set,1
Smart Watch,Cotton Shirt,1
Smart Watch,Cushion Set,1
Smart Watch,Cushion Set,1
Smart Watch,Data Engineering,1
Smart Watch,Denim Jeans,1
Smart Watch,Hoodie,1
Smart Watch,Hoodie,1
Smart Watch,Jacket,1
Smart Watch,Jacket,1
Smart Watch,Jacket,1
Smart Watch,Machine Learning Basics,1
Smart Watch,Machine Learning Basics,1
Smart Watch,Mouse,1
Smart Watch,Office Chair,1
Smart Watch,Office Chair,1
Smart Watch,Office Chair,1
Smart Watch,Power Bank,1
Smart Watch,Python Programming,1
Smart Watch,Python Programming,1
Smart Watch,Python Programming,1
Smart Watch,Running Shoes,1
Smart Watch,Running Shoes,1
Smart Watch,Smart Watch,1
Smart Watch,Sneakers,1
Smart Watch,Sneakers,1
Smart Watch,Socks,1
Smart Watch,Socks,1
Smart Watch,Statistics Guide,1
Smart Watch,Statistics Guide,1
Smart Watch,Storage Box,1
Smart Watch,Table Lamp,1
Smart Watch,Vacuum Cleaner,1
Smart Watch,Vacuum Cleaner,1
Smart Watch,Wall Clock,1
Smart Watch,Wall Clock,1
Smart Watch,Web Development,1
Smartphone,Artificial Intelligence,1
Smartphone,Backpack,1
Smartphone,Bedsheet Set,1
Smartphone,Bedsheet Set,1
Smartphone,Bedsheet Set,1
Smartphone,Bedsheet Set,1
Smartphone,Bluetooth Speaker,1
Smartphone,Casual Trousers,1
Smartphone,Clean Code,1
Smartphone,Clean Code,1
Smartphone,Clean Code,1
Smartphone,Cloud Computing,1
Smartphone,Coffee Maker,1
Smartphone,Coffee Maker,1
Smartphone,Cookware Set,1
Smartphone,Cotton Shirt,1
Smartphone,Cushion Set,1
Smartphone,Data Engineering,1
Smartphone,Database Systems,1
Smartphone,Denim Jeans,1
Smartphone,Denim Jeans,1
Smartphone,Denim Jeans,1
Smartphone,Hoodie,1
Smartphone,Hoodie,1
Smartphone,Hoodie,1
Smartphone,Jacket,1
Smartphone,Jacket,1
Smartphone,Laptop,1
Smartphone,Machine Learning Basics,1
Smartphone,Mechanical Keyboard,1
Smartphone,Mechanical Keyboard,1
Smartphone,Mechanical Keyboard,1
Smartphone,Mouse,1
Smartphone,Office Chair,1
Smartphone,Office Chair,1
Smartphone,Power Bank,1
Smartphone,Python Programming,1
Smartphone,Running Shoes,1
Smartphone,Running Shoes,1
Smartphone,Smart Watch,1
Smartphone,Smart Watch,1
Smartphone,Smartphone,1
Smartphone,Sneakers,1
Smartphone,Sneakers,1
Smartphone,Socks,1
Smartphone,Socks,1
Smartphone,Sql Handbook,1
Smartphone,Statistics Guide,1
Smartphone,Statistics Guide,1
Smartphone,Storage Box,1
Smartphone,Table Lamp,1
Smartphone,Usb-C Cable,1
Smartphone,Usb-C Cable,1
Smartphone,Usb-C Cable,1
Smartphone,Usb-C Cable,1
Smartphone,Vacuum Cleaner,1
Smartphone,Wall Clock,1
Smartphone,Wall Clock,1
Smartphone,Water Bottle,1
Smartphone,Water Bottle,1
Smartphone,Web Development,1
Smartphone,Web Development,1
Smartphone,Webcam,1
Sneakers,Artificial Intelligence,1
Sneakers,Backpack,1
Sneakers,Bedsheet Set,1
Sneakers,Cap,1
Sneakers,Cap,1
Sneakers,Cloud Computing,1
Sneakers,Cloud Computing,1
Sneakers,Coffee Maker,1
Sneakers,Cookware Set,1
Sneakers,Cookware Set,1
Sneakers,Cushion Set,1
Sneakers,Database Systems,1
Sneakers,Machine Learning Basics,1
Sneakers,Machine Learning Basics,1
Sneakers,Office Chair,1
Sneakers,Office Chair,1
Sneakers,Python Programming,1
Sneakers,Sneakers,1
Sneakers,Socks,1
Sneakers,Sql Handbook,1
Sneakers,Sql Handbook,1
Sneakers,Sql Handbook,1
Sneakers,Statistics Guide,1
Sneakers,Statistics Guide,1
Sneakers,Statistics Guide,1
Sneakers,Storage Box,1
Sneakers,Storage Box,1
Sneakers,Storage Box,1
Sneakers,Table Lamp,1
Sneakers,Table Lamp,1
Sneakers,Table Lamp,1
Sneakers,Vacuum Cleaner,1
Sneakers,Wall Clock,1
Sneakers,Wall Clock,1
Sneakers,Web Development,1
Socks,Artificial Intelligence,1
Socks,Bedsheet Set,1
Socks,Bedsheet Set,1
Socks,Cap,1
Socks,Clean Code,1
Socks,Clean Code,1
Socks,Cloud Computing,1
Socks,Cloud Computing,1
Socks,Cloud Computing,1
Socks,Coffee Maker,1
Socks,Cookware Set,1
Socks,Cushion Set,1
Socks,Data Engineering,1
Socks,Data Engineering,1
Socks,Database Systems,1
Socks,Machine Learning Basics,1
Socks,Machine Learning Basics,1
Socks,Office Chair,1
Socks,Python Programming,1
Socks,Socks,1
Socks,Sql Handbook,1
Socks,Statistics Guide,1
Socks,Statistics Guide,1
Socks,Storage Box,1
Socks,Storage Box,1
Socks,Storage Box,1
Socks,Table Lamp,1
Socks,Vacuum Cleaner,1
Socks,Vacuum Cleaner,1
Socks,Vacuum Cleaner,1
Socks,Wall Clock,1
Socks,Wall Clock,1
Socks,Wall Clock,1
Socks,Wall Clock,1
Socks,Water Bottle,1
Socks,Web Development,1
Sql Handbook,Clean Code,1
Sql Handbook,Cloud Computing,1
Sql Handbook,Database Systems,1
Sql Handbook,Database Systems,1
Sql Handbook,Sql Handbook,1
Sql Handbook,Statistics Guide,1
Sql Handbook,Statistics Guide,1
Sql Handbook,Statistics Guide,1
Sql Handbook,Web Development,1
Sql Handbook,Web Development,1
Statistics Guide,Database Systems,1
Statistics Guide,Database Systems,1
Statistics Guide,Statistics Guide,1
Statistics Guide,Web Development,1
Statistics Guide,Web Development,1
Storage Box,Clean Code,1
Storage Box,Clean Code,1
Storage Box,Clean Code,1
Storage Box,Cloud Computing,1
Storage Box,Cloud Computing,1
Storage Box,Cookware Set,1
Storage Box,Data Engineering,1
Storage Box,Data Engineering,1
Storage Box,Database Systems,1
Storage Box,Database Systems,1
Storage Box,Database Systems,1
Storage Box,Machine Learning Basics,1
Storage Box,Machine Learning Basics,1
Storage Box,Python Programming,1
Storage Box,Python Programming,1
Storage Box,Sql Handbook,1
Storage Box,Statistics Guide,1
Storage Box,Wall Clock,1
Storage Box,Wall Clock,1
Storage Box,Wall Clock,1
Storage Box,Water Bottle,1
Storage Box,Water Bottle,1
Storage Box,Web Development,1
Table Lamp,Artificial Intelligence,1
Table Lamp,Bedsheet Set,1
Table Lamp,Bedsheet Set,1
Table Lamp,Bedsheet Set,1
Table Lamp,Cloud Computing,1
Table Lamp,Cloud Computing,1
Table Lamp,Cookware Set,1
Table Lamp,Cookware Set,1
Table Lamp,Cookware Set,1
Table Lamp,Cushion Set,1
Table Lamp,Cushion Set,1
Table Lamp,Database Systems,1
Table Lamp,Office Chair,1
Table Lamp,Python Programming,1
Table Lamp,Python Programming,1
Table Lamp,Sql Handbook,1
Table Lamp,Sql Handbook,1
Table Lamp,Sql Handbook,1
Table Lamp,Statistics Guide,1
Table Lamp,Statistics Guide,1
Table Lamp,Storage Box,1
Table Lamp,Table Lamp,1
Table Lamp,Vacuum Cleaner,1
Table Lamp,Vacuum Cleaner,1
Table Lamp,Wall Clock,1
Table Lamp,Wall Clock,1
Table Lamp,Wall Clock,1
Table Lamp,Water Bottle,1
Table Lamp,Web Development,1
Usb-C Cable,Artificial Intelligence,1
Usb-C Cable,Bedsheet Set,1
Usb-C Cable,Casual Trousers,1
Usb-C Cable,Casual Trousers,1
Usb-C Cable,Clean Code,1
Usb-C Cable,Cloud Computing,1
Usb-C Cable,Coffee Maker,1
Usb-C Cable,Coffee Maker,1
Usb-C Cable,Cookware Set,1
Usb-C Cable,Cookware Set,1
Usb-C Cable,Cotton Shirt,1
Usb-C Cable,Cotton Shirt,1
Usb-C Cable,Cushion Set,1
Usb-C Cable,Data Engineering,1
Usb-C Cable,Database Systems,1
Usb-C Cable,Denim Jeans,1
Usb-C Cable,Hoodie,1
Usb-C Cable,Hoodie,1
Usb-C Cable,Jacket,1
Usb-C Cable,Jacket,1
Usb-C Cable,Jacket,1
Usb-C Cable,Machine Learning Basics,1
Usb-C Cable,Mechanical Keyboard,1
Usb-C Cable,Mechanical Keyboard,1
Usb-C Cable,Mouse,1
Usb-C Cable,Mouse,1
Usb-C Cable,Office Chair,1
Usb-C Cable,Office Chair,1
Usb-C Cable,Office Chair,1
Usb-C Cable,Office Chair,1
Usb-C Cable,Python Programming,1
Usb-C Cable,Python Programming,1
Usb-C Cable,Python Programming,1
Usb-C Cable,Smart Watch,1
Usb-C Cable,Sneakers,1
Usb-C Cable,Sneakers,1
Usb-C Cable,Sneakers,1
Usb-C Cable,Sneakers,1
Usb-C Cable,Socks,1
Usb-C Cable,Sql Handbook,1
Usb-C Cable,Sql Handbook,1
Usb-C Cable,Statistics Guide,1
Usb-C Cable,Storage Box,1
Usb-C Cable,Storage Box,1
Usb-C Cable,Table Lamp,1
Usb-C Cable,Table Lamp,1
