customer_id,current_order_id,current_order_date,current_order_value,previous_order_id,previous_order_date,previous_order_value,value_change
C0240,O01021,2026-05-11,43168.98,O01039,2025-11-07,263546.23,-220377.25
C0241,O00901,2025-03-02,135924.47,,,,135924.47
C0241,O01091,2025-08-13,147025.31,O00901,2025-03-02,135924.47,11100.84
C0241,O00726,2026-05-12,233335.18,O01091,2025-08-13,147025.31,86309.87
C0241,O00363,2026-05-14,213486.65,O00726,2026-05-12,233335.18,-19848.52
C0241,O00299,2026-07-18,18022.91,O00363,2026-05-14,213486.65,-195463.74
C0242,O00897,2025-05-30,68044.79,,,,68044.79
C0242,O00879,2025-09-19,147462.35,O00897,2025-05-30,68044.79,79417.56
C0242,O00671,2026-01-14,468154.7,O00879,2025-09-19,147462.35,320692.35
C0243,O01054,2025-02-25,28479.07,,,,28479.07
C0245,O00742,2025-08-12,60608.23,,,,60608.23
C0245,O00137,2025-11-14,246940.55,O00742,2025-08-12,60608.23,186332.32
C0246,O00472,2025-09-27,132352.82,,,,132352.82
C0246,O00128,2025-10-30,232303.64,O00472,2025-09-27,132352.82,99950.82
C0247,O00033,2025-04-20,287703.12,,,,287703.12
C0247,O00182,2025-06-13,23554.58,O00033,2025-04-20,287703.12,-264148.54
C0248,O00430,2026-05-26,42863.41,,,,42863.41
C0248,O00066,2026-05-27,72813.08,O00430,2026-05-26,42863.41,29949.67
C0249,O00488,2025-10-10,208839.57,,,,208839.57
C0250,O00078,2025-04-22,91442.11,,,,91442.11
C0250,O00424,2026-01-22,5709.52,O00078,2025-04-22,91442.11,-85732.59
C0251,O00586,2025-03-23,71231.15,,,,71231.15
C0251,O00790,2026-03-04,181578.21,O00586,2025-03-23,71231.15,110347.06
C0252,O01078,2025-06-28,71708.25,,,,71708.25
C0254,O01085,2025-10-29,22753.85,,,,22753.85
C0254,O00097,2026-07-14,164983.92,O01085,2025-10-29,22753.85,142230.07
C0255,O00295,2025-04-08,175969.39,,,,175969.39
C0255,O00315,2026-06-01,220278.27,O00295,2025-04-08,175969.39,44308.88
C0256,O00104,2025-05-10,255210.76,,,,255210.76
C0256,O00197,2026-04-03,232885.57,O00104,2025-05-10,255210.76,-22325.19
C0257,O00692,2025-02-05,62259.57,,,,62259.57
C0257,O00362,2025-03-16,248224.31,O00692,2025-02-05,62259.57,185964.74
C0257,O00481,2025-07-05,267872.4,O00362,2025-03-16,248224.31,19648.09
C0260,O00686,2025-07-09,179692.44,,,,179692.44
C0262,O01172,2025-06-16,385342.76,,,,385342.76
C0264,O00448,2026-01-05,151121.42,,,,151121.42
C0265,O00349,2025-03-14,110156.65,,,,110156.65
C0265,O00962,2025-05-04,261322.95,O00349,2025-03-14,110156.65,151166.3
C0265,O00632,2025-05-28,200329.33,O00962,2025-05-04,261322.95,-60993.62
C0265,O00238,2026-07-19,98881.27,O00632,2025-05-28,200329.33,-101448.06
C0267,O00666,2025-11-08,123909.68,,,,123909.68
C0268,O00421,2026-04-11,98254.77,,,,98254.77
C0270,O00497,2025-06-08,152074.27,,,,152074.27
C0270,O00427,2025-12-28,29331.51,O00497,2025-06-08,152074.27,-122742.76
C0271,O00907,2025-10-17,34460.61,,,,34460.61
C0272,O01096,2025-01-26,71195.25,,,,71195.25
C0272,O00164,2025-08-01,46393.86,O01096,2025-01-26,71195.25,-24801.39
C0272,O00521,2026-04-17,400637.23,O00164,2025-08-01,46393.86,354243.37
C0274,O00963,2025-02-17,130291.42,,,,130291.42
C0276,O00439,2025-07-11,66853.12,,,,66853.12
C0276,O00141,2026-01-16,234556.13,O00439,2025-07-11,66853.12,167703.0
C0278,O00545,2025-01-09,83579.4,,,,83579.4
C0278,O00455,2025-10-01,160940.69,O00545,2025-01-09,83579.4,77361.29
C0279,O00142,2025-01-31,190626.88,,,,190626.88
C0279,O00463,2026-05-03,98476.6,O00142,2025-01-31,190626.88,-92150.28
C0280,O01135,2025-03-21,26553.68,,,,26553.68
C0280,O01031,2025-09-25,226882.2,O01135,2025-03-21,26553.68,200328.52
C0280,O00679,2025-12-29,175030.1,O01031,2025-09-25,226882.2,-51852.1
C0280,O00785,2026-01-20,117698.11,O00679,2025-12-29,175030.1,-57331.99
C0281,O00114,2025-11-06,134140.24,,,,134140.24
C0282,O00031,2025-01-13,211361.39,,,,211361.39
C0282,O00669,2025-09-16,83840.88,O00031,2025-01-13,211361.39,-127520.51
C0283,O00519,2025-08-08,22935.19,,,,22935.19
C0283,O00222,2026-02-11,59347.45,O00519,2025-08-08,22935.19,36412.26
C0284,O00125,2025-11-19,185747.1,,,,185747.1
C0285,O00812,2025-04-03,118337.1,,,,118337.1
C0285,O00298,2026-05-19,142538.62,O00812,2025-04-03,118337.1,24201.52
C0285,O00776,2026-06-24,30264.98,O00298,2026-05-19,142538.62,-112273.64
C0287,O00441,2026-01-17,268286.63,,,,268286.63
C0288,O00101,2025-03-02,227406.25,,,,227406.25
C0288,O00906,2025-11-17,24747.75,O00101,2025-03-02,227406.25,-202658.5
C0289,O00602,2025-01-12,163921.55,,,,163921.55
C0289,O01101,2025-09-25,-1217.27,O00602,2025-01-12,163921.55,-165138.82
C0290,O00342,2026-01-31,310107.76,,,,310107.76
C0291,O01077,2025-02-14,47495.69,,,,47495.69
C0291,O00110,2025-08-05,97953.08,O01077,2025-02-14,47495.69,50457.39
C0291,O00683,2026-04-02,294029.95,O00110,2025-08-05,97953.08,196076.87
C0291,O00390,2026-08-01,206433.13,O00683,2026-04-02,294029.95,-87596.82
C0294,O00323,2025-10-01,103937.24,,,,103937.24
C0295,O00596,2026-05-11,78073.91,,,,78073.91
C0296,O00089,2025-06-27,231366.94,,,,231366.94
C0296,O01155,2026-06-18,-60896.02,O00089,2025-06-27,231366.94,-292262.96
C0296,O00677,2026-06-28,130147.07,O01155,2026-06-18,-60896.02,191043.09
C0297,O00665,2026-03-08,-26790.8,,,,-26790.8
C0298,O00318,2025-08-11,463426.31,,,,463426.31
C0299,O00667,2025-06-23,21266.0,,,,21266.0
C0299,O00054,2025-11-29,310026.28,O00667,2025-06-23,21266.0,288760.28
C0301,O00833,2026-05-20,420517.55,,,,420517.55
C0302,O00422,2025-04-20,125913.79,,,,125913.79
C0302,O00193,2025-06-29,246964.78,O00422,2025-04-20,125913.79,121050.99
C0302,O00330,2025-07-21,183515.07,O00193,2025-06-29,246964.78,-63449.71
C0303,O00074,2025-12-20,181818.02,,,,181818.02
C0305,O01123,2025-12-22,239609.42,,,,239609.42
C0306,O00267,2025-06-21,309976.02,,,,309976.02
C0306,O00247,2025-11-29,250348.52,O00267,2025-06-21,309976.02,-59627.5
C0306,O00486,2026-06-18,44353.58,O00247,2025-11-29,250348.52,-205994.94
C0308,O00522,2025-09-13,202099.07,,,,202099.07
C0310,O00518,2025-01-17,161363.1,,,,161363.1
C0310,O00787,2025-10-24,31352.15,O00518,2025-01-17,161363.1,-130010.95
C0312,O00984,2025-09-22,153111.16,,,,153111.16
C0312,O00646,2025-11-03,158778.2,O00984,2025-09-22,153111.16,5667.05
C0312,O00805,2026-06-20,130582.14,O00646,2025-11-03,158778.2,-28196.06
C0313,O00358,2026-02-08,272111.36,,,,272111.36
C0314,O00763,2026-04-14,80478.15,,,,80478.15
C0316,O00210,2025-03-25,138422.65,,,,138422.65
C0316,O01182,2025-08-03,432659.72,O00210,2025-03-25,138422.65,294237.07
C0316,O00051,2026-01-05,34098.38,O01182,2025-08-03,432659.72,-398561.34
C0316,O00611,2026-02-03,207421.24,O00051,2026-01-05,34098.38,173322.85
C0317,O00877,2025-09-03,79861.25,,,,79861.25
C0318,O00925,2026-03-19,362328.25,,,,362328.25
C0318,O00616,2026-05-11,110687.69,O00925,2026-03-19,362328.25,-251640.56
C0320,O00837,2025-06-18,255883.12,,,,255883.12
C0320,O00844,2025-09-08,111551.1,O00837,2025-06-18,255883.12,-144332.03
C0321,O00284,2025-02-10,272717.66,,,,272717.66
C0321,O00327,2025-02-18,139925.94,O00284,2025-02-10,272717.66,-132791.72
C0322,O00454,2025-03-23,67227.24,,,,67227.24
C0322,O00317,2025-11-03,276884.01,O00454,2025-03-23,67227.24,209656.77
C0323,O00041,2025-02-03,149185.57,,,,149185.57
C0323,O01193,2026-01-15,165506.96,O00041,2025-02-03,149185.57,16321.39
C0323,O00835,2026-03-17,242593.17,O01193,2026-01-15,165506.96,77086.21
C0324,O00365,2025-06-06,134995.57,,,,134995.57
C0324,O00547,2026-06-05,97431.23,O00365,2025-06-06,134995.57,-37564.35
C0324,O00608,2026-06-18,83242.71,O00547,2026-06-05,97431.23,-14188.52
C0325,O00768,2025-07-30,142077.68,,,,142077.68
C0326,O01030,2026-03-19,101219.42,,,,101219.42
C0327,O00528,2025-02-25,353753.6,,,,353753.6
C0329,O00230,2025-05-18,369849.83,,,,369849.83
C0329,O00341,2025-09-07,103993.69,O00230,2025-05-18,369849.83,-265856.14
C0329,O00621,2025-11-16,286075.69,O00341,2025-09-07,103993.69,182082.0
C0329,O00499,2026-01-08,176493.08,O00621,2025-11-16,286075.69,-109582.61
C0329,O00536,2026-03-10,97457.49,O00499,2026-01-08,176493.08,-79035.58
C0330,O00264,2025-07-24,124228.0,,,,124228.0
C0331,O00319,2025-07-02,76518.42,,,,76518.42
C0332,O00603,2025-11-12,17959.84,,,,17959.84
C0332,O00687,2026-04-10,64655.71,O00603,2025-11-12,17959.84,46695.87
C0333,O00523,2025-08-11,151084.96,,,,151084.96
C0334,O01128,2025-03-20,204194.43,,,,204194.43
C0334,O00727,2025-11-30,121706.95,O01128,2025-03-20,204194.43,-82487.48
C0335,O00161,2025-11-19,260704.27,,,,260704.27
C0335,O01116,2026-01-13,386474.48,O00161,2025-11-19,260704.27,125770.21
C0335,O01142,2026-03-02,171249.36,O01116,2026-01-13,386474.48,-215225.12
C0336,O00888,2025-09-24,194063.62,,,,194063.62
C0336,O00989,2026-06-17,168623.59,O00888,2025-09-24,194063.62,-25440.03
C0337,O01032,2025-12-16,121695.15,,,,121695.15
C0337,O00916,2026-05-26,19613.88,O01032,2025-12-16,121695.15,-102081.27
C0338,O01099,2025-07-25,211643.88,,,,211643.88
C0339,O00633,2025-07-07,61371.52,,,,61371.52
C0340,O00771,2025-01-05,211511.47,,,,211511.47
C0340,O00227,2025-02-09,74374.05,O00771,2025-01-05,211511.47,-137137.42
C0340,O00367,2025-10-11,155988.65,O00227,2025-02-09,74374.05,81614.6
C0340,O00255,2025-11-11,218141.81,O00367,2025-10-11,155988.65,62153.16
C0341,O00746,2025-03-14,52811.52,,,,52811.52
C0341,O00016,2025-08-11,184696.78,O00746,2025-03-14,52811.52,131885.26
C0343,O00968,2025-04-12,-13992.46,,,,-13992.46
C0343,O00724,2025-10-19,240096.94,O00968,2025-04-12,-13992.46,254089.4
C0345,O01094,2025-02-12,83926.33,,,,83926.33
C0345,O00849,2025-04-13,311357.36,O01094,2025-02-12,83926.33,227431.02
C0346,O00513,2025-07-04,124426.12,,,,124426.12
C0346,O01192,2025-09-30,146250.24,O00513,2025-07-04,124426.12,21824.12
C0346,O00024,2026-05-27,71745.19,O01192,2025-09-30,146250.24,-74505.05
C0347,O00203,2025-03-18,340772.51,,,,340772.51
C0347,O00605,2025-06-29,31488.62,O00203,2025-03-18,340772.51,-309283.89
C0347,O00294,2026-08-02,196948.2,O00605,2025-06-29,31488.62,165459.59
C0348,O00904,2025-06-23,306010.91,,,,306010.91
C0348,O00955,2026-06-04,203617.14,O00904,2025-06-23,306010.91,-102393.77
C0351,O00393,2025-09-28,183602.07,,,,183602.07
C0351,O00428,2026-02-13,137788.15,O00393,2025-09-28,183602.07,-45813.92
C0351,O00639,2026-03-18,-2919.26,O00428,2026-02-13,137788.15,-140707.41
C0352,O00111,2025-05-14,66717.34,,,,66717.34
C0352,O00663,2025-11-16,174337.42,O00111,2025-05-14,66717.34,107620.08
C0353,O01181,2025-04-22,267938.81,,,,267938.81
C0354,O00674,2025-06-21,119873.39,,,,119873.39
C0356,O00550,2026-02-07,199378.07,,,,199378.07
C0356,O00492,2026-05-15,83367.15,O00550,2026-02-07,199378.07,-116010.93
C0357,O00075,2025-04-29,14574.19,,,,14574.19
C0357,O00495,2025-07-14,29596.32,O00075,2025-04-29,14574.19,15022.13
C0357,O00635,2026-04-18,159964.18,O00495,2025-07-14,29596.32,130367.86
C0358,O00243,2025-10-09,159299.44,,,,159299.44
C0359,O00624,2026-06-11,73655.17,,,,73655.17
C0361,O00025,2026-05-18,356535.25,,,,356535.25
C0363,O00609,2025-08-02,49667.25,,,,49667.25
C0363,O00597,2025-09-23,106363.31,O00609,2025-08-02,49667.25,56696.06
C0364,O00450,2026-07-06,169088.46,,,,169088.46
C0365,O00166,2025-06-01,321901.52,,,,321901.52
C0365,O00795,2025-10-07,26888.5,O00166,2025-06-01,321901.52,-295013.02
C0365,O01194,2026-02-13,96434.45,O00795,2025-10-07,26888.5,69545.95
C0366,O00462,2025-06-24,167645.19,,,,167645.19
C0366,O00843,2026-01-25,72939.41,O00462,2025-06-24,167645.19,-94705.78
C0367,O01038,2025-01-21,81611.5,,,,81611.5
C0367,O00352,2025-02-16,356672.32,O01038,2025-01-21,81611.5,275060.82
C0367,O00181,2025-03-01,398767.92,O00352,2025-02-16,356672.32,42095.6
C0367,O00493,2025-07-17,36459.91,O00181,2025-03-01,398767.92,-362308.01
C0367,O00335,2026-05-18,26406.47,O00493,2025-07-17,36459.91,-10053.43
C0368,O00649,2025-01-01,286278.84,,,,286278.84
C0368,O00178,2025-01-20,32939.73,O00649,2025-01-01,286278.84,-253339.1
C0368,O00184,2025-06-30,155249.4,O00178,2025-01-20,32939.73,122309.67
C0368,O00291,2025-07-05,49173.44,O00184,2025-06-30,155249.4,-106075.97
C0368,O00019,2026-01-25,83874.21,O00291,2025-07-05,49173.44,34700.77
C0368,O00090,2026-04-07,155980.64,O00019,2026-01-25,83874.21,72106.43
C0369,O00143,2025-03-20,132585.42,,,,132585.42
C0369,O00591,2025-07-01,48557.0,O00143,2025-03-20,132585.42,-84028.42
C0370,O00235,2025-02-03,818.18,,,,818.18
C0371,O00438,2026-01-24,108215.64,,,,108215.64
C0371,O00973,2026-04-15,22805.87,O00438,2026-01-24,108215.64,-85409.77
C0371,O00791,2026-05-20,160757.0,O00973,2026-04-15,22805.87,137951.13
C0372,O00875,2025-10-12,2442.5,,,,2442.5
C0372,O00798,2025-11-05,197292.52,O00875,2025-10-12,2442.5,194850.03
C0372,O00804,2026-05-07,168463.24,O00798,2025-11-05,197292.52,-28829.28
C0375,O00373,2026-04-29,104346.64,,,,104346.64
C0377,O00926,2025-05-15,79777.2,,,,79777.2
C0377,O00329,2025-08-19,93074.97,O00926,2025-05-15,79777.2,13297.76
C0377,O00755,2026-06-30,216160.72,O00329,2025-08-19,93074.97,123085.75
C0378,O00107,2026-02-17,171785.34,,,,171785.34
C0378,O01173,2026-06-06,65915.38,O00107,2026-02-17,171785.34,-105869.97
C0379,O00648,2025-05-11,46447.71,,,,46447.71
C0381,O00489,2026-05-02,288227.83,,,,288227.83
C0382,O00985,2025-04-24,144964.51,,,,144964.51
C0382,O01081,2025-11-09,86783.34,O00985,2025-04-24,144964.51,-58181.17
C0383,O00029,2025-01-10,184197.04,,,,184197.04
C0383,O00538,2025-02-15,178520.65,O00029,2025-01-10,184197.04,-5676.39
C0383,O00470,2025-08-25,159850.15,O00538,2025-02-15,178520.65,-18670.5
C0383,O00356,2025-11-02,257546.94,O00470,2025-08-25,159850.15,97696.79
C0384,O01169,2025-01-05,199156.34,,,,199156.34
C0384,O00245,2025-01-08,144126.3,O01169,2025-01-05,199156.34,-55030.03
C0384,O01083,2025-07-14,228156.25,O00245,2025-01-08,144126.3,84029.95
C0384,O01092,2026-03-12,95222.05,O01083,2025-07-14,228156.25,-132934.2
C0385,O00516,2025-09-04,243439.04,,,,243439.04
C0385,O00610,2025-10-15,154623.51,O00516,2025-09-04,243439.04,-88815.53
C0386,O00155,2025-01-10,125723.52,,,,125723.52
C0387,O00036,2025-02-02,256343.17,,,,256343.17
C0387,O01188,2025-06-20,144217.15,O00036,2025-02-02,256343.17,-112126.02
C0387,O01003,2026-08-03,178590.58,O01188,2025-06-20,144217.15,34373.43
C0388,O00381,2026-07-12,114652.98,,,,114652.98
C0389,O00498,2025-01-01,147070.96,,,,147070.96
C0389,O00592,2025-11-03,430892.75,O00498,2025-01-01,147070.96,283821.78
C0390,O01027,2025-10-07,158989.73,,,,158989.73
C0391,O01058,2025-02-27,112971.84,,,,112971.84
C0393,O00119,2025-05-16,270232.39,,,,270232.39
C0393,O00146,2025-09-08,171104.89,O00119,2025-05-16,270232.39,-99127.5
C0393,O00266,2025-12-19,297928.72,O00146,2025-09-08,171104.89,126823.83
C0393,O00263,2026-03-16,304447.16,O00266,2025-12-19,297928.72,6518.44
C0393,O00673,2026-05-23,279343.31,O00263,2026-03-16,304447.16,-25103.85
C0394,O01177,2025-01-13,101684.23,,,,101684.23
C0394,O00124,2025-05-24,104345.93,O01177,2025-01-13,101684.23,2661.71
C0394,O00699,2025-07-27,145416.09,O00124,2025-05-24,104345.93,41070.16
C0394,O00638,2025-09-07,51451.31,O00699,2025-07-27,145416.09,-93964.79
C0394,O00652,2026-05-02,193830.19,O00638,2025-09-07,51451.31,142378.89
C0395,O00482,2025-05-05,154397.02,,,,154397.02
C0396,O00546,2025-04-21,146586.69,,,,146586.69
C0397,O00215,2025-08-21,157844.72,,,,157844.72
C0397,O01036,2026-01-21,161180.64,O00215,2025-08-21,157844.72,3335.92
C0398,O00504,2025-02-02,165268.8,,,,165268.8
C0398,O00183,2025-08-13,202673.62,O00504,2025-02-02,165268.8,37404.82
C0398,O00688,2025-10-11,191421.4,O00183,2025-08-13,202673.62,-11252.22
C0398,O00179,2025-12-19,159312.72,O00688,2025-10-11,191421.4,-32108.68
C0398,O00084,2026-06-25,135233.55,O00179,2025-12-19,159312.72,-24079.17
C0399,O00043,2025-06-16,5068.69,,,,5068.69
C0399,O00081,2025-07-22,112724.09,O00043,2025-06-16,5068.69,107655.4
C0399,O00326,2025-08-18,166784.13,O00081,2025-07-22,112724.09,54060.04
C0399,O00350,2026-02-19,66745.09,O00326,2025-08-18,166784.13,-100039.04
C0399,O00484,2026-06-18,221399.62,O00350,2026-02-19,66745.09,154654.53
C0400,O00956,2025-05-15,250748.8,,,,250748.8
C0400,O00871,2025-11-17,69634.38,O00956,2025-05-15,250748.8,-181114.42
C0400,O00471,2026-03-24,361436.66,O00871,2025-11-17,69634.38,291802.28
C0400,O00676,2026-06-30,184147.52,O00471,2026-03-24,361436.66,-177289.13
C0401,O00756,2025-07-12,163851.4,,,,163851.4
C0401,O00694,2025-09-30,143520.39,O00756,2025-07-12,163851.4,-20331.01
C0402,O00948,2025-10-29,46210.45,,,,46210.45
C0403,O00889,2025-03-28,254738.33,,,,254738.33
C0403,O00936,2025-07-03,118022.49,O00889,2025-03-28,254738.33,-136715.83
C0403,O00309,2025-07-20,78452.51,O00936,2025-07-03,118022.49,-39569.98
C0403,O00063,2025-09-06,58723.33,O00309,2025-07-20,78452.51,-19729.18
C0403,O00105,2025-09-11,10734.11,O00063,2025-09-06,58723.33,-47989.22
C0403,O00207,2025-11-01,46523.02,O00105,2025-09-11,10734.11,35788.9
C0403,O01034,2026-07-24,135003.38,O00207,2025-11-01,46523.02,88480.36
C0404,O00159,2025-04-08,414956.26,,,,414956.26
C0405,O00942,2026-01-05,172720.01,,,,172720.01
C0405,O01006,2026-02-24,107274.88,O00942,2026-01-05,172720.01,-65445.13
C0406,O01041,2025-08-03,188843.03,,,,188843.03
C0406,O00190,2026-01-09,24856.49,O01041,2025-08-03,188843.03,-163986.54
C0407,O00034,2025-09-16,365109.56,,,,365109.56
C0407,O00236,2026-01-13,165043.15,O00034,2025-09-16,365109.56,-200066.4
C0408,O00572,2025-02-20,51189.08,,,,51189.08
C0408,O00899,2025-05-17,211110.06,O00572,2025-02-20,51189.08,159920.99
C0408,O00042,2025-05-28,238253.81,O00899,2025-05-17,211110.06,27143.75
C0409,O00675,2025-04-29,92049.42,,,,92049.42
C0410,O00950,2026-07-22,236440.79,,,,236440.79
C0411,O00413,2025-02-08,96569.31,,,,96569.31
C0411,O00697,2026-01-03,26149.68,O00413,2025-02-08,96569.31,-70419.63
C0412,O01195,2025-01-04,253045.55,,,,253045.55
C0412,O00003,2025-02-19,294252.55,O01195,2025-01-04,253045.55,41207.0
C0412,O01144,2026-01-01,22197.94,O00003,2025-02-19,294252.55,-272054.61
C0412,O00774,2026-07-19,399425.06,O01144,2026-01-01,22197.94,377227.12
C0413,O00992,2025-03-21,158502.48,,,,158502.48
C0414,O00826,2025-12-13,322214.35,,,,322214.35
C0414,O01108,2025-12-14,103127.87,O00826,2025-12-13,322214.35,-219086.49
C0415,O00828,2025-12-31,202673.38,,,,202673.38
C0415,O00453,2026-03-08,182169.16,O00828,2025-12-31,202673.38,-20504.22
C0416,O00704,2025-12-12,17858.04,,,,17858.04
C0416,O00418,2026-02-14,262921.44,O00704,2025-12-12,17858.04,245063.4
C0417,O00231,2025-04-02,164715.26,,,,164715.26
C0417,O00163,2025-06-18,274165.01,O00231,2025-04-02,164715.26,109449.75
C0418,O00818,2026-03-11,79772.65,,,,79772.65
C0419,O00402,2025-10-18,211130.37,,,,211130.37
C0420,O00501,2025-06-07,131564.6,,,,131564.6
C0420,O00308,2026-05-20,128993.35,O00501,2025-06-07,131564.6,-2571.25
C0421,O00387,2026-05-06,163821.98,,,,163821.98
C0422,O00682,2025-01-09,236644.83,,,,236644.83
C0422,O00103,2025-04-08,54983.94,O00682,2025-01-09,236644.83,-181660.89
C0422,O00292,2026-05-10,31567.24,O00103,2025-04-08,54983.94,-23416.7
C0422,O00735,2026-07-21,252745.67,O00292,2026-05-10,31567.24,221178.43
C0423,O00728,2025-11-30,112240.19,,,,112240.19
C0424,O00021,2025-11-24,171955.23,,,,171955.23
C0424,O00607,2026-07-04,326902.96,O00021,2025-11-24,171955.23,154947.72
C0425,O00223,2026-06-20,456369.29,,,,456369.29
C0426,O00655,2025-03-28,64883.78,,,,64883.78
C0426,O00507,2026-01-05,124814.27,O00655,2025-03-28,64883.78,59930.49
C0427,O00009,2026-01-26,226206.37,,,,226206.37
C0427,O00915,2026-06-23,102698.03,O00009,2026-01-26,226206.37,-123508.35
C0428,O00738,2025-06-02,38977.22,,,,38977.22
C0428,O00952,2025-11-20,72141.86,O00738,2025-06-02,38977.22,33164.64
C0428,O01002,2025-12-24,90993.26,O00952,2025-11-20,72141.86,18851.4
C0428,O01183,2026-05-19,241435.92,O01002,2025-12-24,90993.26,150442.65
C0429,O00733,2025-04-24,343765.14,,,,343765.14
C0429,O00068,2026-02-15,65557.69,O00733,2025-04-24,343765.14,-278207.45
C0429,O01071,2026-08-03,187383.23,O00068,2026-02-15,65557.69,121825.53
C0430,O00147,2025-02-06,23525.12,,,,23525.12
C0430,O00156,2025-04-17,214459.3,O00147,2025-02-06,23525.12,190934.17
C0430,O00582,2025-07-03,74844.32,O00156,2025-04-17,214459.3,-139614.97
C0430,O00395,2026-06-20,34225.43,O00582,2025-07-03,74844.32,-40618.89
C0431,O00478,2025-01-16,90621.14,,,,90621.14
C0431,O00759,2026-07-09,269375.72,O00478,2025-01-16,90621.14,178754.58
C0432,O00444,2026-04-30,132708.45,,,,132708.45
C0433,O00321,2026-07-01,168908.76,,,,168908.76
C0434,O01178,2025-03-24,167058.9,,,,167058.9
C0434,O00435,2025-05-12,291032.9,O01178,2025-03-24,167058.9,123974.0
C0434,O00405,2025-09-17,115879.48,O00435,2025-05-12,291032.9,-175153.42
C0435,O01161,2025-06-18,190727.95,,,,190727.95
C0435,O00657,2026-01-29,282113.5,O01161,2025-06-18,190727.95,91385.55
C0435,O00782,2026-03-30,291852.96,O00657,2026-01-29,282113.5,9739.46
C0436,O00807,2025-05-09,205649.14,,,,205649.14
C0436,O00990,2026-01-05,76261.8,O00807,2025-05-09,205649.14,-129387.34
C0437,O00710,2025-08-14,133613.47,,,,133613.47
C0438,O00208,2025-06-07,68471.86,,,,68471.86
C0438,O00932,2025-11-04,337268.88,O00208,2025-06-07,68471.86,268797.02
C0438,O00512,2026-01-02,129280.35,O00932,2025-11-04,337268.88,-207988.53
C0438,O00779,2026-01-05,121940.4,O00512,2026-01-02,129280.35,-7339.95
C0439,O00822,2025-08-20,181703.49,,,,181703.49
C0440,O00972,2026-03-08,305317.59,,,,305317.59
C0441,O00032,2025-01-18,363553.69,,,,363553.69
C0441,O00961,2025-02-02,95935.81,O00032,2025-01-18,363553.69,-267617.88
C0441,O00515,2026-01-16,366145.38,O00961,2025-02-02,95935.81,270209.57
C0441,O00469,2026-05-04,139714.13,O00515,2026-01-16,366145.38,-226431.25
C0442,O00808,2025-03-21,31256.14,,,,31256.14
C0442,O00052,2025-04-15,219026.98,O00808,2025-03-21,31256.14,187770.84
C0442,O00398,2026-07-07,229273.33,O00052,2025-04-15,219026.98,10246.35
C0443,O00949,2025-04-16,38192.15,,,,38192.15
C0444,O00905,2025-04-02,137680.9,,,,137680.9
C0445,O00487,2025-08-12,194968.68,,,,194968.68
C0445,O00939,2025-09-23,149675.22,O00487,2025-08-12,194968.68,-45293.46
C0445,O00526,2025-12-09,180544.47,O00939,2025-09-23,149675.22,30869.25
C0445,O00268,2026-06-17,110963.79,O00526,2025-12-09,180544.47,-69580.68
C0447,O01065,2025-03-03,176602.04,,,,176602.04
C0447,O00850,2025-06-20,286178.49,O01065,2025-03-03,176602.04,109576.45
C0447,O00910,2025-09-24,116016.51,O00850,2025-06-20,286178.49,-170161.99
C0447,O00864,2025-11-14,2544.91,O00910,2025-09-24,116016.51,-113471.6
C0448,O00191,2025-11-06,57280.31,,,,57280.31
C0449,O00964,2025-04-17,85381.66,,,,85381.66
C0449,O00286,2025-06-24,113130.64,O00964,2025-04-17,85381.66,27748.97
C0452,O00767,2025-02-12,207626.68,,,,207626.68
C0452,O00689,2025-09-22,150714.24,O00767,2025-02-12,207626.68,-56912.44
C0452,O00622,2025-10-11,122979.69,O00689,2025-09-22,150714.24,-27734.55
C0453,O00967,2025-06-10,36291.24,,,,36291.24
C0453,O00691,2025-08-12,31295.32,O00967,2025-06-10,36291.24,-4995.92
C0453,O00537,2025-11-09,196128.64,O00691,2025-08-12,31295.32,164833.33
C0454,O00878,2025-05-05,380318.82,,,,380318.82
C0455,O00273,2025-02-19,32252.48,,,,32252.48
C0455,O00171,2025-03-18,452696.42,O00273,2025-02-19,32252.48,420443.93
C0455,O00092,2026-02-23,3383.47,O00171,2025-03-18,452696.42,-449312.95
C0455,O00781,2026-07-29,837.84,O00092,2026-02-23,3383.47,-2545.63
C0456,O01093,2025-05-18,80400.15,,,,80400.15
C0456,O01035,2026-07-06,153737.07,O01093,2025-05-18,80400.15,73336.92
C0457,O01023,2025-05-09,272067.58,,,,272067.58
C0457,O00343,2026-01-19,88144.54,O01023,2025-05-09,272067.58,-183923.04
C0458,O01055,2026-03-26,317137.99,,,,317137.99
C0460,O00067,2026-03-10,5122.48,,,,5122.48
C0460,O00953,2026-05-22,130255.67,O00067,2026-03-10,5122.48,125133.19
C0461,O00013,2025-07-28,113025.78,,,,113025.78
C0461,O00447,2026-05-03,140989.84,O00013,2025-07-28,113025.78,27964.06
C0461,O00947,2026-05-12,49328.43,O00447,2026-05-03,140989.84,-91661.41
C0462,O00047,2025-01-31,240117.27,,,,240117.27
C0462,O00364,2025-03-13,481789.69,O00047,2025-01-31,240117.27,241672.42
C0462,O00717,2025-05-27,55705.12,O00364,2025-03-13,481789.69,-426084.57
C0462,O01185,2026-05-14,135025.83,O00717,2025-05-27,55705.12,79320.71
C0463,O00574,2025-05-26,305675.66,,,,305675.66
C0463,O00106,2025-10-03,139689.98,O00574,2025-05-26,305675.66,-165985.68
