region_code,order_date,daily_revenue,running_total
NORTH,2026-07-04,434555.59,35771367.65
NORTH,2026-07-09,269375.72,36040743.36
NORTH,2026-07-12,114652.98,36155396.34
NORTH,2026-07-14,164983.92,36320380.26
NORTH,2026-07-19,98881.27,36419261.53
NORTH,2026-07-21,198300.03,36617561.56
NORTH,2026-07-24,423316.7,37040878.26
NORTH,2026-07-25,85537.01,37126415.27
NORTH,2026-07-31,21177.63,37147592.9
NORTH,2026-08-03,187383.23,37334976.12
SOUTH,2025-01-04,253045.55,253045.55
SOUTH,2025-01-07,37672.87,290718.42
SOUTH,2025-01-08,108013.68,398732.09
SOUTH,2025-01-17,615672.95,1014405.04
SOUTH,2025-01-18,363553.69,1377958.73
SOUTH,2025-01-19,130867.73,1508826.46
SOUTH,2025-01-25,324860.97,1833687.43
SOUTH,2025-01-27,218198.25,2051885.68
SOUTH,2025-02-02,95935.81,2147821.49
SOUTH,2025-02-03,175028.49,2322849.98
SOUTH,2025-02-06,23525.12,2346375.1
SOUTH,2025-02-11,346670.13,2693045.24
SOUTH,2025-02-12,207626.68,2900671.92
SOUTH,2025-02-16,24806.67,2925478.59
SOUTH,2025-02-17,232933.0,3158411.59
SOUTH,2025-02-25,353753.6,3512165.19
SOUTH,2025-03-01,490746.8,4002911.99
SOUTH,2025-03-02,227406.25,4230318.24
SOUTH,2025-03-03,37761.95,4268080.19
SOUTH,2025-03-07,135978.12,4404058.31
SOUTH,2025-03-11,216889.95,4620948.27
SOUTH,2025-03-12,272762.55,4893710.82
SOUTH,2025-03-20,204194.43,5097905.25
SOUTH,2025-03-25,1925.02,5099830.27
SOUTH,2025-03-27,-8412.96,5091417.3
SOUTH,2025-03-28,270424.99,5361842.29
SOUTH,2025-04-06,287792.15,5649634.44
SOUTH,2025-04-08,227956.43,5877590.87
SOUTH,2025-04-09,186086.25,6063677.11
SOUTH,2025-04-10,176552.26,6240229.37
SOUTH,2025-04-11,445121.22,6685350.59
SOUTH,2025-04-13,159062.14,6844412.73
SOUTH,2025-04-20,126189.16,6970601.88
SOUTH,2025-04-26,303361.96,7273963.84
SOUTH,2025-05-08,15131.33,7289095.17
SOUTH,2025-05-09,315793.55,7604888.72
SOUTH,2025-05-15,256462.44,7861351.17
SOUTH,2025-05-18,80400.15,7941751.31
SOUTH,2025-05-20,226006.98,8167758.29
SOUTH,2025-05-23,216765.78,8384524.07
SOUTH,2025-05-24,207398.93,8591923.0
SOUTH,2025-05-25,46628.14,8638551.14
SOUTH,2025-05-27,55705.12,8694256.26
SOUTH,2025-05-30,68044.79,8762301.05
SOUTH,2025-05-31,324950.49,9087251.54
SOUTH,2025-06-02,406333.1,9493584.64
SOUTH,2025-06-06,134995.57,9628580.21
SOUTH,2025-06-15,19235.96,9647816.17
SOUTH,2025-06-18,240750.71,9888566.88
SOUTH,2025-06-23,306010.91,10194577.79
SOUTH,2025-06-27,101153.89,10295731.68
SOUTH,2025-06-30,247750.54,10543482.22
SOUTH,2025-07-05,49173.44,10592655.65
SOUTH,2025-07-07,237689.61,10830345.27
SOUTH,2025-07-10,135592.07,10965937.34
SOUTH,2025-07-15,123502.56,11089439.9
SOUTH,2025-07-17,197543.46,11286983.35
SOUTH,2025-07-20,78452.51,11365435.86
SOUTH,2025-07-22,230309.56,11595745.42
SOUTH,2025-07-27,-36928.97,11558816.45
SOUTH,2025-07-28,239312.32,11798128.78
SOUTH,2025-07-30,142077.68,11940206.46
SOUTH,2025-08-02,49667.25,11989873.71
SOUTH,2025-08-03,661270.13,12651143.84
SOUTH,2025-08-05,239556.83,12890700.67
SOUTH,2025-08-10,142688.64,13033389.31
SOUTH,2025-08-11,614511.27,13647900.58
SOUTH,2025-08-12,194968.68,13842869.26
SOUTH,2025-08-13,202673.62,14045542.88
SOUTH,2025-08-14,187218.97,14232761.85
SOUTH,2025-08-15,105256.68,14338018.52
SOUTH,2025-08-18,107832.7,14445851.22
SOUTH,2025-08-30,184915.0,14630766.22
SOUTH,2025-09-07,51451.31,14682217.53
SOUTH,2025-09-08,171104.89,14853322.42
SOUTH,2025-09-15,234309.54,15087631.96
SOUTH,2025-09-19,147462.35,15235094.31
SOUTH,2025-09-22,349656.91,15584751.22
SOUTH,2025-09-24,194063.62,15778814.85
SOUTH,2025-09-25,189383.28,15968198.13
SOUTH,2025-10-01,315000.26,16283198.39
SOUTH,2025-10-03,147614.42,16430812.81
SOUTH,2025-10-07,158989.73,16589802.54
SOUTH,2025-10-09,395677.44,16985479.98
SOUTH,2025-10-15,154623.51,17140103.49
SOUTH,2025-10-18,245984.95,17386088.43
SOUTH,2025-10-19,414595.22,17800683.66
SOUTH,2025-10-22,42581.47,17843265.12
SOUTH,2025-10-26,128257.88,17971523.01
SOUTH,2025-10-30,206515.79,18178038.8
SOUTH,2025-11-02,457388.56,18635427.36
SOUTH,2025-11-03,52632.97,18688060.34
SOUTH,2025-11-15,425709.11,19113769.45
SOUTH,2025-11-17,69634.38,19183403.82
SOUTH,2025-11-18,26121.56,19209525.39
SOUTH,2025-11-19,185747.1,19395272.48
SOUTH,2025-11-21,113773.63,19509046.11
SOUTH,2025-11-24,171955.23,19681001.34
SOUTH,2025-11-28,174154.32,19855155.66
SOUTH,2025-11-29,270070.23,20125225.89
SOUTH,2025-12-01,168925.25,20294151.14
SOUTH,2025-12-06,602531.38,20896682.52
SOUTH,2025-12-08,7350.1,20904032.62
SOUTH,2025-12-13,246194.37,21150226.99
SOUTH,2025-12-16,121695.15,21271922.14
SOUTH,2025-12-17,9671.53,21281593.67
SOUTH,2025-12-18,130179.09,21411772.76
SOUTH,2025-12-19,248076.92,21659849.68
SOUTH,2025-12-20,194795.91,21854645.59
SOUTH,2025-12-22,239609.42,22094255.01
SOUTH,2025-12-23,50081.06,22144336.06
SOUTH,2026-01-02,129280.35,22273616.41
SOUTH,2026-01-07,151484.11,22425100.52
SOUTH,2026-01-11,103011.82,22528112.34
SOUTH,2026-01-13,-7930.07,22520182.27
SOUTH,2026-01-16,66577.46,22586759.74
SOUTH,2026-01-18,19048.16,22605807.9
SOUTH,2026-01-19,380716.88,22986524.78
SOUTH,2026-01-21,214494.85,23201019.63
SOUTH,2026-01-24,356282.88,23557302.51
SOUTH,2026-01-27,146315.76,23703618.27
SOUTH,2026-02-05,106720.49,23810338.76
SOUTH,2026-02-06,80800.11,23891138.87
SOUTH,2026-02-08,59834.04,23950972.91
SOUTH,2026-02-11,29024.18,23979997.1
SOUTH,2026-02-13,137788.15,24117785.24
SOUTH,2026-02-15,321280.1,24439065.35
SOUTH,2026-02-19,233222.15,24672287.5
SOUTH,2026-02-24,28786.64,24701074.15
SOUTH,2026-02-25,190583.26,24891657.4
SOUTH,2026-02-27,176612.57,25068269.98
SOUTH,2026-02-28,347956.48,25416226.46
SOUTH,2026-03-02,610322.73,26026549.18
SOUTH,2026-03-13,255907.68,26282456.86
SOUTH,2026-03-15,176441.28,26458898.14
SOUTH,2026-03-16,95655.31,26554553.45
SOUTH,2026-03-18,-25081.28,26529472.18
SOUTH,2026-03-21,140905.1,26670377.27
SOUTH,2026-03-24,507191.69,27177568.97
SOUTH,2026-03-27,293383.01,27470951.98
SOUTH,2026-03-28,299360.06,27770312.04
SOUTH,2026-03-31,204508.26,27974820.3
SOUTH,2026-04-02,350092.52,28324912.82
SOUTH,2026-04-13,483997.8,28808910.62
SOUTH,2026-04-18,159964.18,28968874.8
SOUTH,2026-04-30,198023.98,29166898.78
SOUTH,2026-05-02,288227.83,29455126.61
SOUTH,2026-05-03,216034.45,29671161.06
SOUTH,2026-05-10,99971.17,29771132.23
SOUTH,2026-05-11,110687.69,29881819.92
SOUTH,2026-05-12,49328.43,29931148.35
SOUTH,2026-05-14,135025.83,30066174.19
SOUTH,2026-05-17,79202.11,30145376.3
SOUTH,2026-05-19,142538.62,30287914.92
SOUTH,2026-05-21,36385.98,30324300.9
SOUTH,2026-05-23,233484.01,30557784.91
SOUTH,2026-05-26,42863.41,30600648.32
SOUTH,2026-05-27,72813.08,30673461.4
SOUTH,2026-06-07,27345.94,30700807.34
SOUTH,2026-06-08,32523.14,30733330.48
SOUTH,2026-06-10,183815.21,30917145.69
SOUTH,2026-06-15,202795.58,31119941.27
SOUTH,2026-06-17,279587.38,31399528.65
SOUTH,2026-06-18,-33202.31,31366326.34
SOUTH,2026-06-20,109920.39,31476246.73
SOUTH,2026-06-23,113051.84,31589298.58
SOUTH,2026-06-27,193151.32,31782449.89
SOUTH,2026-06-30,184147.52,31966597.42
SOUTH,2026-07-01,201629.18,32168226.6
SOUTH,2026-07-03,302811.74,32471038.34
SOUTH,2026-07-04,187162.08,32658200.42
SOUTH,2026-07-10,208717.97,32866918.39
SOUTH,2026-07-15,358498.75,33225417.14
SOUTH,2026-07-19,399425.06,33624842.19
SOUTH,2026-07-23,140236.01,33765078.2
SOUTH,2026-07-24,88938.36,33854016.56
SOUTH,2026-07-27,325127.67,34179144.23
SOUTH,2026-07-31,270259.94,34449404.17
SOUTH,2026-08-01,206433.13,34655837.3
SOUTH,2026-08-02,191641.23,34847478.54
SOUTH,2026-08-03,507177.5,35354656.04
WEST,2025-01-03,80446.8,80446.8
WEST,2025-01-05,258936.61,339383.41
WEST,2025-01-09,241754.5,581137.9
WEST,2025-01-13,277754.82,858892.72
WEST,2025-01-14,102396.35,961289.07
WEST,2025-01-15,322806.13,1284095.2
WEST,2025-01-16,90621.14,1374716.34
WEST,2025-01-17,135632.22,1510348.56
WEST,2025-01-20,32939.73,1543288.29
WEST,2025-01-23,201070.97,1744359.26
WEST,2025-01-25,281702.57,2026061.83
WEST,2025-01-28,177157.43,2203219.26
WEST,2025-01-29,8036.47,2211255.73
WEST,2025-01-31,219031.45,2430287.18
WEST,2025-02-01,159238.88,2589526.07
WEST,2025-02-04,15584.24,2605110.3
WEST,2025-02-08,276956.22,2882066.53
WEST,2025-02-10,73057.62,2955124.15
WEST,2025-02-11,186324.42,3141448.57
WEST,2025-02-12,83926.33,3225374.91
WEST,2025-02-14,64935.52,3290310.43
WEST,2025-02-16,196677.36,3486987.79
WEST,2025-02-20,249975.76,3736963.55
WEST,2025-02-24,336377.53,4073341.08
WEST,2025-02-27,119278.14,4192619.22
WEST,2025-02-28,242709.56,4435328.78
WEST,2025-03-03,152343.39,4587672.17
WEST,2025-03-14,167579.42,4755251.59
WEST,2025-03-20,229752.33,4985003.92
WEST,2025-03-22,207037.56,5192041.48
WEST,2025-03-23,136475.44,5328516.92
WEST,2025-03-24,167058.9,5495575.82
WEST,2025-03-25,206986.87,5702562.69
WEST,2025-03-30,198887.06,5901449.75
WEST,2025-04-02,21135.03,5922584.78
WEST,2025-04-05,162230.81,6084815.59
WEST,2025-04-06,117494.16,6202309.75
WEST,2025-04-08,175969.39,6378279.14
WEST,2025-04-16,70201.88,6448481.02
WEST,2025-04-17,239704.24,6688185.26
WEST,2025-04-18,106589.28,6794774.54
WEST,2025-04-21,146586.69,6941361.23
WEST,2025-04-25,173454.59,7114815.82
WEST,2025-04-26,114700.09,7229515.91
WEST,2025-04-29,355583.43,7585099.35
WEST,2025-05-01,51099.88,7636199.23
WEST,2025-05-05,621833.25,8258032.48
WEST,2025-05-14,147404.47,8405436.94
WEST,2025-05-15,79777.2,8485214.15
WEST,2025-05-16,303010.65,8788224.8
WEST,2025-05-17,211110.06,8999334.86
WEST,2025-05-18,586524.96,9585859.82
WEST,2025-05-20,25041.99,9610901.81
WEST,2025-05-24,104345.93,9715247.74
WEST,2025-05-28,320758.7,10036006.44
WEST,2025-05-30,54834.53,10090840.97
WEST,2025-05-31,283266.77,10374107.75
WEST,2025-06-04,148990.57,10523098.32
WEST,2025-06-08,152074.27,10675172.58
WEST,2025-06-10,205514.77,10880687.36
WEST,2025-06-12,234322.37,11115009.73
WEST,2025-06-13,178064.6,11293074.33
WEST,2025-06-14,44680.96,11337755.28
WEST,2025-06-18,314143.1,11651898.39
WEST,2025-06-21,309976.02,11961874.41
WEST,2025-06-26,321599.42,12283473.83
WEST,2025-06-29,31488.62,12314962.45
WEST,2025-07-01,179101.76,12494064.21
WEST,2025-07-03,192866.82,12686931.02
WEST,2025-07-09,307793.43,12994724.45
WEST,2025-07-11,484104.38,13478828.83
WEST,2025-07-12,104385.95,13583214.79
WEST,2025-07-13,86802.17,13670016.95
WEST,2025-07-14,582808.74,14252825.69
WEST,2025-07-18,114743.43,14367569.12
WEST,2025-07-24,213334.82,14580903.94
WEST,2025-07-26,91040.0,14671943.94
WEST,2025-07-31,128706.99,14800650.92
WEST,2025-08-03,8523.35,14809174.28
WEST,2025-08-05,164401.85,14973576.12
WEST,2025-08-09,35276.09,15008852.21
WEST,2025-08-10,4540.32,15013392.53
WEST,2025-08-14,372672.06,15386064.59
WEST,2025-08-15,307187.38,15693251.97
WEST,2025-08-16,120303.69,15813555.66
WEST,2025-08-17,79489.39,15893045.06
WEST,2025-08-19,192475.79,16085520.84
WEST,2025-08-21,163049.04,16248569.88
WEST,2025-08-24,323290.98,16571860.87
WEST,2025-08-27,163289.16,16735150.03
WEST,2025-08-28,654726.81,17389876.84
WEST,2025-08-29,194861.07,17584737.91
WEST,2025-09-02,94546.38,17679284.29
WEST,2025-09-10,315984.61,17995268.9
WEST,2025-09-13,278727.76,18273996.65
WEST,2025-09-14,175439.5,18449436.15
WEST,2025-09-16,639262.11,19088698.26
WEST,2025-09-18,43368.45,19132066.71
WEST,2025-09-20,422284.8,19554351.51
WEST,2025-09-24,116016.51,19670368.02
WEST,2025-09-25,-1217.27,19669150.75
WEST,2025-09-30,265159.55,19934310.3
WEST,2025-10-06,59172.76,19993483.06
WEST,2025-10-10,38408.27,20031891.34
WEST,2025-10-11,155988.65,20187879.98
WEST,2025-10-13,210596.36,20398476.34
WEST,2025-10-17,34460.61,20432936.95
WEST,2025-10-19,329600.01,20762536.96
WEST,2025-10-21,210410.66,20972947.63
WEST,2025-10-23,216216.99,21189164.62
WEST,2025-10-24,419412.91,21608577.52
WEST,2025-11-01,118876.52,21727454.04
WEST,2025-11-03,697584.13,22425038.17
WEST,2025-11-05,21247.93,22446286.1
WEST,2025-11-06,96363.58,22542649.68
WEST,2025-11-07,86387.4,22629037.08
WEST,2025-11-08,123909.68,22752946.76
WEST,2025-11-09,196128.64,22949075.4
WEST,2025-11-17,24747.75,22973823.15
WEST,2025-11-30,112240.19,23086063.34
WEST,2025-12-01,170984.62,23257047.97
WEST,2025-12-02,227947.25,23484995.21
WEST,2025-12-13,546513.04,24031508.25
WEST,2025-12-15,216114.31,24247622.56
WEST,2025-12-16,67993.91,24315616.47
WEST,2025-12-17,231304.05,24546920.52
WEST,2025-12-18,1317.94,24548238.46
WEST,2025-12-19,238638.96,24786877.42
WEST,2025-12-27,46600.78,24833478.21
WEST,2025-12-30,33811.64,24867289.84
WEST,2026-01-02,467424.1,25334713.95
WEST,2026-01-05,151121.42,25485835.36
WEST,2026-01-11,57166.39,25543001.75
WEST,2026-01-13,386474.48,25929476.24
WEST,2026-01-14,17969.43,25947445.67
WEST,2026-01-19,125629.64,26073075.31
WEST,2026-01-22,152963.52,26226038.82
WEST,2026-01-25,264893.14,26490931.97
WEST,2026-01-26,281355.6,26772287.56
WEST,2026-01-27,444384.93,27216672.49
WEST,2026-01-29,35259.16,27251931.65
WEST,2026-02-03,170310.38,27422242.03
WEST,2026-02-07,90358.56,27512600.59
WEST,2026-02-09,79005.11,27591605.7
WEST,2026-02-17,171785.34,27763391.04
WEST,2026-02-25,133949.5,27897340.55
WEST,2026-03-02,5538.46,27902879.01
WEST,2026-03-08,305317.59,28208196.6
WEST,2026-03-09,357973.52,28566170.11
WEST,2026-03-10,5122.48,28571292.59
WEST,2026-03-11,397081.66,28968374.25
WEST,2026-03-12,137133.62,29105507.87
WEST,2026-03-17,242593.17,29348101.04
WEST,2026-03-19,334069.94,29682170.98
WEST,2026-03-20,134818.91,29816989.9
WEST,2026-03-22,138949.64,29955939.54
WEST,2026-03-26,100400.55,30056340.09
WEST,2026-03-29,94495.72,30150835.81
WEST,2026-03-30,291852.96,30442688.77
WEST,2026-04-02,139884.09,30582572.86
WEST,2026-04-05,226366.99,30808939.85
WEST,2026-04-07,155980.64,30964920.49
WEST,2026-04-10,446670.5,31411590.99
WEST,2026-04-15,22805.87,31434396.86
WEST,2026-04-17,49826.56,31484223.42
WEST,2026-04-19,114833.54,31599056.96
WEST,2026-04-26,151628.1,31750685.06
WEST,2026-04-27,283583.73,32034268.79
WEST,2026-05-01,256870.84,32291139.64
WEST,2026-05-03,68912.2,32360051.83
WEST,2026-05-06,47643.81,32407695.64
WEST,2026-05-07,168463.24,32576158.88
WEST,2026-05-09,241154.38,32817313.26
WEST,2026-05-10,237170.94,33054484.19
WEST,2026-05-12,417110.01,33471594.2
WEST,2026-05-13,41481.63,33513075.83
WEST,2026-05-15,83367.15,33596442.98
WEST,2026-05-16,163781.52,33760224.51
WEST,2026-05-20,420517.55,34180742.05
WEST,2026-05-21,402609.67,34583351.73
WEST,2026-05-23,624336.48,35207688.21
WEST,2026-05-25,12705.6,35220393.81
WEST,2026-05-27,287595.91,35507989.72
WEST,2026-06-01,57059.62,35565049.34
WEST,2026-06-02,110601.0,35675650.34
WEST,2026-06-03,61594.17,35737244.51
WEST,2026-06-04,203617.14,35940861.65
WEST,2026-06-06,65915.38,36006777.03
WEST,2026-06-10,498217.52,36504994.55
WEST,2026-06-28,130147.07,36635141.62
WEST,2026-07-05,513365.9,37148507.52
WEST,2026-07-06,164838.4,37313345.91
WEST,2026-07-09,314540.84,37627886.75
WEST,2026-07-18,110107.05,37737993.8
WEST,2026-07-19,349443.53,38087437.33
WEST,2026-07-21,252745.67,38340183.0
WEST,2026-07-29,837.84,38341020.84
WEST,2026-07-30,128135.8,38469156.64
WEST,2026-08-04,309807.07,38778963.71
