order_id,customer_id,order_date,status,region_code
O00429,C0588,2026-05-03 13:22:13,SHIPPED,SOUTH
O00430,C0248,2026-05-26 19:12:15,RETURNED,SOUTH
O00431,C0634,2025-08-23 11:53:15,DELIVERED,NORTH
O00432,C0505,2025-05-03 09:43:42,DELIVERED,CENTRAL
O00433,C0636,2025-02-13 21:30:23,SHIPPED,CENTRAL
O00434,C0524,2025-10-09 15:11:48,SHIPPED,SOUTH
O00435,C0434,2025-05-12 08:33:51,DELIVERED,CENTRAL
O00436,C0179,2025-02-03 16:22:25,DELIVERED,NORTH
O00437,C0009,2026-06-15 15:20:44,PLACED,SOUTH
O00438,C0371,2026-01-24 17:06:20,DELIVERED,EAST
O00439,C0276,2025-07-11 16:16:15,DELIVERED,CENTRAL
O00440,,2025-12-18 13:11:31,DELIVERED,WEST
O00441,C0287,2026-01-17 13:54:25,DELIVERED,CENTRAL
O00442,C0103,2025-05-15 17:43:14,DELIVERED,SOUTH
O00443,C0201,2026-07-23 14:54:24,PLACED,SOUTH
O00444,C0432,30-04-2026 20:00:11,DELIVERED,CENTRAL
O00445,C0499,2026-07-01 19:20:50,SHIPPED,CENTRAL
O00446,C0168,2026-08-05 08:25:06,PLACED,EAST
O00447,C0461,2026-05-03 21:40:06,DELIVERED,EAST
O00448,C0264,2026-01-05 13:35:35,SHIPPED,WEST
O00449,C0621,2025-05-05 13:55:43,SHIPPED,CENTRAL
O00450,C0364,2026-07-06 10:49:18,SHIPPED,CENTRAL
O00451,C0081,2026-05-15 20:47:28,DELIVERED,EAST
O00452,C0172,2026-04-20 18:09:55,DELIVERED,EAST
O00453,C0415,2026-03-08 18:39:36,CANCELLED,NORTH
O00454,C0322,2025-03-23 10:21:14,SHIPPED,EAST
O00455,C0278,2025-10-01 17:41:25,RETURNED,EAST
O00456,C0189,2026-06-18 15:26:10,CANCELLED,SOUTH
O00457,C0082,2025-08-29 18:16:47,SHIPPED,WEST
O00458,C0485,2025-04-16 09:04:59,DELIVERED,NORTH
O00459,C0107,2026-02-11 16:48:05,SHIPPED,SOUTH
O00460,,2025-03-28 18:59:56,DELIVERED,SOUTH
O00461,C0642,2025-09-11 19:18:28,PLACED,CENTRAL
O00462,C0366,2025-06-24 08:02:42,RETURNED,EAST
O00463,C0279,2026-05-03 15:55:34,DELIVERED,SOUTH
O00464,C0468,2026-07-07 10:37:38,DELIVERED,CENTRAL
O00465,C0547,2026-03-22 16:40:40,SHIPPED,EAST
O00466,C0092,2026-05-09 16:14:51,DELIVERED,EAST
O00467,C0011,2026-02-27 12:09:19,PLACED,SOUTH
O00468,C0009,2025-12-19 12:30:34,DELIVERED,WEST
O00469,C0441,2026-05-04 12:00:49,CANCELLED,CENTRAL
O00470,C0383,2025-08-25 20:00:35,SHIPPED,CENTRAL
O00471,C0400,2026-03-24 14:15:10,CANCELLED,SOUTH
O00472,C0246,2025-09-27 09:27:40,DELIVERED,CENTRAL
O00473,C0545,2025-10-06 12:41:47,CANCELLED,WEST
O00474,C0140,2025-07-12 21:04:11,SHIPPED,WEST
O00475,C0504,2026-04-09 12:44:39,SHIPPED,NORTH
O00476,C0191,2025-06-05 08:34:01,RETURNED,EAST
O00477,C0009,2025-10-03 10:45:28,SHIPPED,SOUTH
O00478,C0431,2025-01-16 15:13:21,SHIPPED,WEST
O00479,C0033,2026-01-16 15:44:50,SHIPPED,SOUTH
O00480,,2025-02-27 12:49:25,PLACED,WEST
O00481,C0257,05-07-2025 11:57:53,CANCELLED,NORTH
O00482,C0395,2025-05-05 20:45:15,DELIVERED,WEST
O00483,C0472,2025-09-11 19:02:12,DELIVERED,NORTH
O00484,C0399,2026-06-18 18:13:30,DELIVERED,EAST
O00485,C0044,2025-11-27 10:40:46,DELIVERED,CENTRAL
O00486,C0306,2026-06-18 09:16:30,SHIPPED,NORTH
O00487,C0445,2025-08-12 09:15:40,SHIPPED,SOUTH
O00488,C0249,2025-10-10 17:07:25,PLACED,NORTH
O00489,C0381,2026-05-02 19:38:09,DELIVERED,SOUTH
O00490,C0634,2025-06-11 15:05:43,SHIPPED,NORTH
O00491,C0550,2025-03-03 13:41:09,CANCELLED,SOUTH
O00492,C0356,2026-05-15 11:20:35,CANCELLED,WEST
O00493,C0367,2025-07-17 08:44:24,DELIVERED,EAST
O00494,C0573,2025-02-10 15:45:28,SHIPPED,WEST
O00495,C0357,2025-07-14 17:11:34,SHIPPED,WEST
O00496,C0568,2025-10-09 21:53:38,PLACED,CENTRAL
O00497,C0270,2025-06-08 15:18:52,DELIVERED,WEST
O00498,C0389,2025-01-01 20:40:32,DELIVERED,NORTH
O00499,C0329,2026-01-08 20:39:15,DELIVERED,CENTRAL
O00500,,2026-02-01 11:33:43,DELIVERED,CENTRAL
O00501,C0420,2025-06-07 17:18:20,DELIVERED,NORTH
O00502,C0045,2025-04-09 16:42:04,CANCELLED,SOUTH
O00503,C0110,2025-07-02 21:02:12,DELIVERED,NORTH
O00504,C0398,2025-02-02 17:41:53,DELIVERED,CENTRAL
O00505,C0621,2025-09-20 08:23:14,DELIVERED,NORTH
O00506,C0082,2025-08-02 18:31:59,DELIVERED,NORTH
O00507,C0426,2026-01-05 16:47:56,CANCELLED,NORTH
O00508,C0073,2025-09-30 16:02:46,CANCELLED,NORTH
O00509,C0237,2025-08-10 16:06:06,DELIVERED,SOUTH
O00510,C0584,2025-07-17 16:42:15,DELIVERED,SOUTH
O00511,C0109,2026-07-26 19:35:26,DELIVERED,CENTRAL
O00512,C0438,2026-01-02 18:29:44,RETURNED,SOUTH
O00513,C0346,2025-07-04 16:25:32,DELIVERED,CENTRAL
O00514,C0564,2026-03-30 13:57:20,RETURNED,EAST
O00515,C0441,2026-01-16 14:48:40,CANCELLED,EAST
O00516,C0385,2025-09-04 17:34:13,DELIVERED,EAST
O00517,C0001,2026-01-04 15:28:25,DELIVERED,EAST
O00518,C0310,17-01-2025 16:08:56,PLACED,SOUTH
O00519,C0283,2025-08-08 21:20:01,RETURNED,CENTRAL
O00520,,2026-07-24 17:59:36,PLACED,NORTH
O00521,C0272,2026-04-17 13:09:08,DELIVERED,CENTRAL
O00522,C0308,2025-09-13 11:16:51,PLACED,WEST
O00523,C0333,2025-08-11 19:04:46,CANCELLED,SOUTH
O00524,C0591,2026-05-15 21:57:44,CANCELLED,NORTH
O00525,C0591,2025-11-04 08:46:51,DELIVERED,NORTH
O00526,C0445,2025-12-09 13:56:52,DELIVERED,NORTH
O00527,C0617,2025-08-21 19:41:54,RETURNED,WEST
O00528,C0327,2025-02-25 12:33:02,DELIVERED,SOUTH
O00529,C0157,2025-12-01 16:44:14,PLACED,WEST
O00530,C0517,2026-04-02 20:38:36,PLACED,WEST
O00531,C0136,2025-10-24 20:25:09,SHIPPED,WEST
O00532,C0088,2025-02-20 16:25:16,DELIVERED,WEST
O00533,C0573,2025-05-14 20:08:30,SHIPPED,WEST
O00534,C0537,2025-07-20 16:39:47,SHIPPED,NORTH
O00535,C0590,2025-09-30 20:27:20,PLACED,WEST
O00536,C0329,2026-03-10 13:22:12,SHIPPED,NORTH
O00537,C0453,2025-11-09 10:22:39,DELIVERED,WEST
O00538,C0383,2025-02-15 21:14:12,PLACED,NORTH
O00539,C0636,2025-04-26 19:03:15,RETURNED,EAST
O00540,,2025-01-15 13:44:51,PLACED,WEST
O00541,C0551,2026-04-28 08:21:13,SHIPPED,CENTRAL
O00542,C0495,2026-06-20 20:16:35,DELIVERED,SOUTH
O00543,C0540,2025-01-19 14:37:57,PLACED,SOUTH
O00544,C0633,2025-03-03 12:12:50,SHIPPED,WEST
O00545,C0278,2025-01-09 09:24:42,DELIVERED,EAST
O00546,C0396,2025-04-21 08:18:55,SHIPPED,WEST
O00547,C0324,2026-06-05 19:06:57,DELIVERED,CENTRAL
O00548,C0513,2026-06-29 09:11:12,RETURNED,CENTRAL
O00549,C0543,2025-01-23 08:15:59,SHIPPED,WEST
O00550,C0356,2026-02-07 19:10:01,DELIVERED,EAST
O00551,C0064,2025-11-06 11:32:17,DELIVERED,WEST
O00552,C0156,2025-01-31 16:17:14,SHIPPED,WEST
O00553,C0534,2025-05-21 09:46:24,RETURNED,CENTRAL
O00554,C0157,2025-08-21 14:15:36,DELIVERED,EAST
O00555,C0212,04-12-2025 15:34:08,DELIVERED,CENTRAL
O00556,C0142,2026-07-09 18:51:12,SHIPPED,CENTRAL
O00557,C0149,2025-05-19 14:58:49,DELIVERED,CENTRAL
O00558,C0546,2025-06-11 13:04:35,RETURNED,NORTH
O00559,C0150,2025-07-08 13:53:56,DELIVERED,EAST
O00560,,2026-02-28 14:19:28,DELIVERED,EAST
O00561,C0135,2025-06-05 20:12:06,SHIPPED,CENTRAL
O00562,C0237,2025-10-01 17:36:39,DELIVERED,SOUTH
O00563,C0489,2025-01-27 13:05:44,PLACED,CENTRAL
O00564,C0189,2026-04-26 19:41:23,CANCELLED,WEST
O00565,C0232,2026-05-01 10:10:12,PLACED,NORTH
O00566,C0208,2025-10-04 14:14:47,DELIVERED,NORTH
O00567,C0502,2025-07-01 15:55:39,DELIVERED,WEST
O00568,C0043,2025-09-10 14:25:49,DELIVERED,WEST
O00569,C0586,2025-11-17 14:39:47,DELIVERED,CENTRAL
O00570,C0468,2025-02-09 16:06:28,CANCELLED,NORTH
O00571,C0041,2025-09-09 16:34:25,DELIVERED,CENTRAL
O00572,C0408,2025-02-20 11:18:28,RETURNED,EAST
O00573,C0628,2026-04-18 10:27:18,RETURNED,CENTRAL
O00574,C0463,2025-05-26 15:53:41,PLACED,CENTRAL
O00575,C0560,2025-04-26 10:49:37,PLACED,WEST
O00576,C0465,2025-11-28 15:01:11,DELIVERED,SOUTH
O00577,C0168,2026-04-11 09:16:20,DELIVERED,NORTH
O00578,C0650,2025-04-04 09:45:28,DELIVERED,CENTRAL
O00579,C0627,2026-01-29 19:50:32,RETURNED,WEST
O00580,,2026-07-18 14:02:49,PLACED,EAST
O00581,C0154,2026-08-03 21:42:55,PLACED,SOUTH
O00582,C0430,2025-07-03 20:45:03,SHIPPED,WEST
O00583,C0135,2025-10-23 18:11:07,RETURNED,NORTH
O00584,C0511,2025-09-17 08:29:31,DELIVERED,NORTH
O00585,C0488,2026-05-21 11:13:37,DELIVERED,WEST
O00586,C0251,2025-03-23 17:38:00,RETURNED,EAST
O00587,C0051,2026-07-25 21:52:13,SHIPPED,NORTH
O00588,C0034,2025-12-24 08:09:54,DELIVERED,CENTRAL
O00589,C0051,2025-11-02 13:58:05,PLACED,SOUTH
O00590,C0610,2025-06-15 18:18:39,DELIVERED,CENTRAL
O00591,C0369,2025-07-01 15:47:37,RETURNED,NORTH
O00592,C0389,03-11-2025 13:23:57,CANCELLED,WEST
O00593,C0138,2026-07-18 09:18:30,PLACED,EAST
O00594,C0215,2025-12-04 16:26:33,DELIVERED,CENTRAL
O00595,C0645,2025-03-01 09:36:46,DELIVERED,NORTH
O00596,C0295,2026-05-11 19:44:38,DELIVERED,EAST
O00597,C0363,2025-09-23 16:36:39,RETURNED,CENTRAL
O00598,C0648,2026-07-31 15:33:46,DELIVERED,SOUTH
O00599,C0002,2025-08-27 19:18:12,PLACED,WEST
O00600,,2025-05-01 19:54:13,CANCELLED,WEST
O00601,C0574,2026-02-28 08:21:22,CANCELLED,SOUTH
O00602,C0289,2025-01-12 18:12:44,SHIPPED,NORTH
O00603,C0332,2025-11-12 12:32:35,DELIVERED,NORTH
O00604,C0583,2025-12-08 13:25:46,DELIVERED,NORTH
O00605,C0347,2025-06-29 11:21:53,RETURNED,WEST
O00606,C0140,2026-05-01 20:02:41,DELIVERED,WEST
O00607,C0424,2026-07-04 13:29:50,RETURNED,NORTH
O00608,C0324,2026-06-18 12:36:46,DELIVERED,NORTH
O00609,C0363,2025-08-02 17:43:21,PLACED,SOUTH
O00610,C0385,2025-10-15 21:01:21,DELIVERED,SOUTH
O00611,C0316,2026-02-03 10:38:07,DELIVERED,EAST
O00612,C0509,2025-02-02 12:26:05,RETURNED,EAST
O00613,C0538,2026-04-08 21:19:13,SHIPPED,NORTH
O00614,C0207,2026-01-19 20:02:49,RETURNED,WEST
O00615,C0513,2026-06-03 08:51:30,PLACED,EAST
O00616,C0318,2026-05-11 19:55:33,DELIVERED,SOUTH
O00617,C0136,2025-04-11 21:33:43,SHIPPED,NORTH
O00618,C0535,2026-04-16 14:45:55,PLACED,EAST
O00619,C0090,2025-02-15 18:54:38,SHIPPED,NORTH
O00620,,2025-04-16 16:49:42,DELIVERED,NORTH
O00621,C0329,2025-11-16 18:57:13,SHIPPED,EAST
O00622,C0452,2025-10-11 16:20:49,DELIVERED,EAST
O00623,C0016,2025-06-02 10:17:07,RETURNED,CENTRAL
O00624,C0359,2026-06-11 09:13:34,DELIVERED,EAST
O00625,C0588,2025-05-25 19:51:18,SHIPPED,NORTH
O00626,C0554,2025-11-15 17:57:21,DELIVERED,SOUTH
O00627,C0052,2025-01-30 15:57:43,PLACED,NORTH
O00628,C0611,2025-03-30 14:25:11,RETURNED,WEST
O00629,C0203,31-12-2025 12:21:52,DELIVERED,CENTRAL
O00630,C0582,2025-03-22 20:48:29,PLACED,WEST
O00631,C0477,2025-04-10 15:19:43,DELIVERED,SOUTH
O00632,C0265,2025-05-28 21:57:39,RETURNED,WEST
O00633,C0339,2025-07-07 19:58:42,CANCELLED,EAST
O00634,C0487,2026-04-10 15:01:04,PLACED,WEST
O00635,C0357,2026-04-18 21:10:18,DELIVERED,SOUTH
O00636,C0110,2026-06-05 09:25:52,SHIPPED,NORTH
O00637,C0605,2025-11-06 16:29:25,DELIVERED,CENTRAL
O00638,C0394,2025-09-07 16:10:30,PLACED,SOUTH
O00639,C0351,2026-03-18 20:27:36,DELIVERED,SOUTH
O00640,,2025-06-27 18:42:04,DELIVERED,CENTRAL
O00641,C0475,2026-05-14 09:37:38,SHIPPED,NORTH
O00642,C0072,2026-04-01 10:19:25,DELIVERED,CENTRAL
O00643,C0063,2026-01-24 13:31:41,PLACED,SOUTH
O00644,C0153,2025-01-01 20:09:42,DELIVERED,EAST
O00645,C0201,2026-02-04 17:36:28,SHIPPED,EAST
O00646,C0312,2025-11-03 17:50:58,RETURNED,WEST
O00647,C0627,2025-12-19 09:37:00,RETURNED,WEST
O00648,C0379,2025-05-11 21:18:03,RETURNED,NORTH
O00649,C0368,2025-01-01 19:35:52,PLACED,EAST
O00650,C0605,2025-02-01 11:27:44,DELIVERED,EAST
O00651,C0559,2026-01-27 14:24:27,SHIPPED,SOUTH
O00652,C0394,2026-05-02 10:12:35,CANCELLED,EAST
O00653,C0129,2026-03-04 10:18:55,PLACED,NORTH
O00654,C0499,2025-01-17 10:46:56,DELIVERED,SOUTH
O00655,C0426,2025-03-28 10:41:51,RETURNED,CENTRAL
O00656,C0522,2026-03-12 17:11:29,DELIVERED,WEST
O00657,C0435,2026-01-29 13:14:11,DELIVERED,CENTRAL
O00658,C0514,2026-05-26 21:46:15,SHIPPED,CENTRAL
O00659,C0495,2026-01-11 08:02:36,DELIVERED,NORTH
O00660,,2026-05-09 19:05:09,DELIVERED,CENTRAL
O00661,C0536,2025-10-14 15:33:05,RETURNED,NORTH
O00662,C0080,2025-09-09 15:40:47,DELIVERED,CENTRAL
O00663,C0352,2025-11-16 17:03:57,DELIVERED,NORTH
O00664,C0481,2026-04-26 15:32:57,DELIVERED,EAST
O00665,C0297,2026-03-08 13:51:18,PLACED,CENTRAL
O00666,C0267,08-11-2025 19:50:36,PLACED,WEST
O00667,C0299,2025-06-23 17:03:42,CANCELLED,CENTRAL
O00668,C0130,2025-01-28 12:31:05,DELIVERED,EAST
O00669,C0282,2025-09-16 10:39:17,CANCELLED,NORTH
O00670,C0606,2025-04-25 17:11:58,DELIVERED,WEST
O00671,C0242,2026-01-14 20:11:16,DELIVERED,CENTRAL
O00672,C0610,2025-02-03 13:05:09,RETURNED,SOUTH
O00673,C0393,2026-05-23 20:26:49,SHIPPED,WEST
O00674,C0354,2025-06-21 11:36:46,PLACED,EAST
O00675,C0409,2025-04-29 08:10:29,DELIVERED,WEST
O00676,C0400,2026-06-30 11:24:43,DELIVERED,SOUTH
O00677,C0296,2026-06-28 21:27:00,RETURNED,WEST
O00678,C0043,2026-01-27 18:20:33,PLACED,CENTRAL
O00679,C0280,2025-12-29 21:27:39,SHIPPED,EAST
O00680,,2025-04-11 12:41:37,DELIVERED,SOUTH
O00681,C0185,2025-07-19 16:21:43,SHIPPED,NORTH
O00682,C0422,2025-01-09 21:04:00,PLACED,NORTH
O00683,C0291,2026-04-02 13:14:46,SHIPPED,NORTH
O00684,C0609,2025-01-25 17:05:03,DELIVERED,SOUTH
O00685,C0620,2025-05-05 19:07:05,PLACED,CENTRAL
O00686,C0260,2025-07-09 09:44:11,SHIPPED,NORTH
O00687,C0332,2026-04-10 12:49:27,SHIPPED,NORTH
O00688,C0398,2025-10-11 20:03:24,SHIPPED,NORTH
O00689,C0452,2025-09-22 21:16:11,PLACED,SOUTH
O00690,C0112,2026-02-07 10:41:31,PLACED,WEST
O00691,C0453,2025-08-12 17:41:06,DELIVERED,NORTH
O00692,C0257,2025-02-05 09:04:36,DELIVERED,NORTH
O00693,C0001,2026-05-25 10:41:40,RETURNED,WEST
O00694,C0401,2025-09-30 10:44:21,DELIVERED,CENTRAL
O00695,C0072,2026-05-18 15:27:25,DELIVERED,NORTH
O00696,C0494,2026-01-29 19:52:49,PLACED,CENTRAL
O00697,C0411,2026-01-03 13:43:19,PLACED,NORTH
O00698,C0083,2026-01-10 16:54:21,CANCELLED,EAST
O00699,C0394,2025-07-27 10:35:02,DELIVERED,EAST
O00700,,2026-02-04 09:40:44,DELIVERED,NORTH
O00701,C0037,2026-03-25 19:12:08,SHIPPED,CENTRAL
O00702,C0554,2025-09-02 15:24:04,DELIVERED,WEST
O00703,C0017,01-07-2026 21:51:28,PLACED,NORTH
O00704,C0416,2025-12-12 20:46:02,PLACED,CENTRAL
O00705,C0550,2026-04-15 18:55:55,PLACED,CENTRAL
O00706,C0145,2025-08-27 09:02:47,DELIVERED,NORTH
O00707,C0134,2026-04-28 17:02:15,PLACED,NORTH
O00708,C0468,2025-11-11 21:50:06,DELIVERED,CENTRAL
O00709,C0117,2025-03-07 21:52:06,DELIVERED,CENTRAL
O00710,C0437,2025-08-14 09:51:12,SHIPPED,WEST
O00711,C0559,2025-11-29 09:43:36,PLACED,SOUTH
O00712,C0065,2025-02-16 17:11:21,PLACED,SOUTH
O00713,C0567,2026-03-02 10:44:23,PLACED,SOUTH
O00714,C0648,2025-02-11 10:06:50,DELIVERED,SOUTH
O00715,C0008,2025-01-17 15:05:00,PLACED,NORTH
O00716,C0488,2025-10-18 14:44:51,DELIVERED,SOUTH
O00717,C0462,2025-05-27 18:17:33,DELIVERED,SOUTH
O00718,C0512,2025-02-08 17:11:45,DELIVERED,NORTH
O00719,C0572,2025-11-05 13:26:00,SHIPPED,NORTH
O00720,,2026-06-27 09:39:23,RETURNED,CENTRAL
O00721,C0642,2026-06-04 11:29:49,DELIVERED,EAST
O00722,C0153,2025-02-24 11:07:50,DELIVERED,WEST
O00723,C0045,2026-05-25 10:10:42,PLACED,EAST
O00724,C0343,2025-10-19 11:27:16,DELIVERED,WEST
O00725,C0551,2025-02-14 09:47:03,PLACED,NORTH
O00726,C0241,2026-05-12 16:07:04,DELIVERED,CENTRAL
O00727,C0334,2025-11-30 14:12:47,SHIPPED,NORTH
O00728,C0423,2025-11-30 11:06:15,RETURNED,WEST
O00729,C0497,2025-08-14 09:30:37,PLACED,WEST
O00730,C0466,2025-05-29 11:59:39,PLACED,EAST
O00731,C0648,2025-05-20 15:46:12,DELIVERED,EAST
O00732,C0583,2025-07-27 13:08:02,PLACED,SOUTH
O00733,C0429,2025-04-24 21:29:29,PLACED,EAST
O00734,C0627,2025-08-14 12:38:10,RETURNED,CENTRAL
O00735,C0422,2026-07-21 21:14:05,CANCELLED,WEST
O00736,C0474,2025-08-10 17:30:53,SHIPPED,WEST
O00737,C0594,2025-09-10 11:20:27,SHIPPED,CENTRAL
O00738,C0428,2025-06-02 17:57:00,RETURNED,NORTH
O00739,C0035,2026-04-27 19:49:32,DELIVERED,WEST
O00740,,06-05-2026 20:51:44,CANCELLED,WEST
O00741,C0013,2026-05-23 11:05:35,DELIVERED,WEST
O00742,C0245,2025-08-12 10:22:18,DELIVERED,NORTH
O00743,C0166,2025-01-17 15:42:19,DELIVERED,CENTRAL
O00744,C0142,2025-01-25 15:29:49,RETURNED,WEST
O00745,C0642,2025-07-09 20:55:23,DELIVERED,NORTH
O00746,C0341,2025-03-14 14:57:44,DELIVERED,EAST
O00747,C0628,2026-03-13 20:17:44,DELIVERED,SOUTH
O00748,C0057,2025-03-24 17:56:21,DELIVERED,EAST
O00749,C0477,2025-02-22 09:24:23,DELIVERED,EAST
O00750,C0069,2026-01-11 10:41:35,DELIVERED,SOUTH
O00751,C0117,2025-05-22 13:15:34,DELIVERED,CENTRAL
O00752,C0231,2025-08-03 20:47:48,SHIPPED,EAST
O00753,C0056,2026-05-31 18:27:17,PLACED,EAST
O00754,C0126,2026-04-09 15:32:33,DELIVERED,CENTRAL
O00755,C0377,2026-06-30 12:28:39,CANCELLED,NORTH
O00756,C0401,2025-07-12 15:05:05,RETURNED,EAST
O00757,C0115,2025-03-20 09:10:17,DELIVERED,WEST
O00758,C0643,2025-06-04 21:13:33,PLACED,WEST
O00759,C0431,2026-07-09 10:30:22,DELIVERED,NORTH
O00760,,2025-10-26 11:04:01,RETURNED,SOUTH
O00761,C0593,2026-06-17 18:21:26,SHIPPED,EAST
O00762,C0543,2026-05-13 17:42:44,CANCELLED,WEST
O00763,C0314,2026-04-14 12:36:08,PLACED,EAST
O00764,C0049,2025-08-21 15:23:18,PLACED,EAST
O00765,C0165,2026-04-12 10:39:59,DELIVERED,EAST
O00766,C0158,2025-07-06 10:53:45,PLACED,NORTH
O00767,C0452,2025-02-12 13:36:08,SHIPPED,SOUTH
O00768,C0325,2025-07-30 16:45:02,RETURNED,SOUTH
O00769,C0547,2026-01-17 15:34:10,SHIPPED,NORTH
O00770,C0470,2026-02-19 15:49:09,RETURNED,SOUTH
O00771,C0340,2025-01-05 19:34:32,DELIVERED,EAST
O00772,C0151,2026-05-01 12:48:36,CANCELLED,WEST
O00773,C0491,2025-12-13 19:07:46,RETURNED,SOUTH
O00774,C0412,2026-07-19 09:19:01,DELIVERED,SOUTH
O00775,C0057,2026-04-02 13:05:20,DELIVERED,SOUTH
O00776,C0285,2026-06-24 11:50:59,SHIPPED,NORTH
O00777,C0090,06-07-2026 21:28:43,RETURNED,WEST
O00778,C0620,2025-07-19 15:20:38,DELIVERED,NORTH
O00779,C0438,2026-01-05 14:09:45,DELIVERED,EAST
O00780,,2025-01-13 12:22:22,SHIPPED,WEST
O00781,C0455,2026-07-29 09:13:46,DELIVERED,WEST
O00782,C0435,2026-03-30 12:10:51,DELIVERED,WEST
O00783,C0089,2025-05-23 21:37:38,PLACED,EAST
O00784,C0068,2026-05-02 21:33:21,RETURNED,CENTRAL
O00785,C0280,2026-01-20 09:00:26,DELIVERED,CENTRAL
O00786,C0141,2026-04-19 19:36:48,SHIPPED,WEST
O00787,C0310,2025-10-24 16:31:02,CANCELLED,EAST
O00788,C0230,2026-05-21 16:47:29,PLACED,NORTH
O00789,C0484,2025-06-07 12:19:40,PLACED,EAST
O00790,C0251,2026-03-04 10:31:58,PLACED,EAST
O00791,C0371,2026-05-20 09:38:47,DELIVERED,CENTRAL
O00792,C0488,2026-03-23 21:16:40,RETURNED,NORTH
O00793,C0018,2026-01-18 16:46:36,CANCELLED,SOUTH
O00794,C0139,2025-03-01 10:20:29,DELIVERED,NORTH
O00795,C0365,2025-10-07 13:26:40,PLACED,EAST
O00796,C0527,2026-06-27 18:59:04,SHIPPED,SOUTH
O00797,C0557,2025-04-07 17:48:10,SHIPPED,EAST
O00798,C0372,2025-11-05 12:43:44,PLACED,CENTRAL
O00799,C0141,2025-12-27 21:09:00,DELIVERED,EAST
O00800,,2026-05-12 14:21:58,RETURNED,NORTH
O00801,C0193,2025-08-12 10:32:14,CANCELLED,CENTRAL
O00802,C0565,2026-06-23 21:34:45,DELIVERED,NORTH
O00803,C0120,2026-03-04 15:58:04,CANCELLED,NORTH
O00804,C0372,2026-05-07 13:19:44,PLACED,WEST
O00805,C0312,2026-06-20 20:21:11,PLACED,NORTH
O00806,C0146,2025-08-16 10:54:44,DELIVERED,EAST
O00807,C0436,2025-05-09 11:08:05,DELIVERED,NORTH
O00808,C0442,2025-03-21 08:49:30,PLACED,NORTH
O00809,C0608,2025-02-03 20:42:32,PLACED,NORTH
O00810,C0011,2025-09-17 08:04:19,DELIVERED,NORTH
O00811,C0190,2025-07-30 17:57:12,DELIVERED,NORTH
O00812,C0285,2025-04-03 10:54:47,RETURNED,EAST
O00813,C0628,2025-12-27 10:54:32,SHIPPED,CENTRAL
O00814,C0015,11-03-2025 09:52:37,DELIVERED,SOUTH
O00815,C0551,2025-10-16 10:57:48,PLACED,NORTH
O00816,C0487,2025-08-08 16:54:45,DELIVERED,CENTRAL
O00817,C0186,2025-07-09 15:43:06,CANCELLED,WEST
O00818,C0418,2026-03-11 11:32:14,PLACED,EAST
O00819,C0140,2025-05-07 15:07:33,DELIVERED,EAST
O00820,,2025-10-23 16:46:02,PLACED,WEST
O00821,C0615,2025-04-29 14:18:29,DELIVERED,WEST
O00822,C0439,2025-08-20 16:26:18,SHIPPED,NORTH
O00823,C0014,2026-05-03 18:23:11,RETURNED,WEST
O00824,C0088,2025-04-18 14:28:33,PLACED,WEST
O00825,C0173,2026-02-15 19:37:06,PLACED,SOUTH
O00826,C0414,2025-12-13 11:38:54,PLACED,WEST
O00827,C0596,2026-05-27 12:48:45,DELIVERED,WEST
O00828,C0415,2025-12-31 15:42:38,RETURNED,CENTRAL
O00829,C0111,2025-10-13 10:49:29,PLACED,WEST
O00830,C0031,2026-05-25 11:40:08,PLACED,NORTH
O00831,C0184,2025-03-11 15:43:01,DELIVERED,EAST
O00832,C0099,2025-06-06 12:39:39,DELIVERED,CENTRAL
O00833,C0301,2026-05-20 20:29:12,DELIVERED,WEST
O00834,C0554,2026-06-01 12:34:21,DELIVERED,NORTH
O00835,C0323,2026-03-17 09:24:28,CANCELLED,WEST
O00836,C0571,2026-04-16 08:02:11,DELIVERED,EAST
O00837,C0320,2025-06-18 15:27:08,DELIVERED,WEST
O00838,C0568,2025-04-23 17:43:31,DELIVERED,CENTRAL
O00839,C0161,2026-04-27 15:35:54,DELIVERED,WEST
O00840,,2025-09-27 15:37:24,DELIVERED,EAST
O00841,C0605,2025-10-19 13:03:01,PLACED,EAST
O00842,C0028,2025-12-24 20:47:37,DELIVERED,EAST
O00843,C0366,2026-01-25 09:27:22,DELIVERED,NORTH
O00844,C0320,2025-09-08 11:15:41,DELIVERED,NORTH
O00845,C0021,2025-11-09 09:21:10,DELIVERED,NORTH
O00846,C0582,2026-04-17 18:55:27,DELIVERED,WEST
O00847,C0603,2025-10-01 08:44:30,PLACED,EAST
O00848,C0587,2026-01-22 17:24:20,PLACED,WEST
O00849,C0345,2025-04-13 19:43:13,DELIVERED,EAST
O00850,C0447,2025-06-20 17:19:23,SHIPPED,NORTH
O00851,C0049,03-07-2026 11:18:16,SHIPPED,CENTRAL
O00852,C0095,2026-02-16 20:14:39,DELIVERED,CENTRAL
O00853,C0069,2025-04-08 17:21:17,DELIVERED,CENTRAL
O00854,C0079,2026-05-02 14:13:22,DELIVERED,EAST
O00855,C0553,2026-06-01 20:19:27,SHIPPED,WEST
O00856,C0465,2026-02-16 12:39:32,DELIVERED,CENTRAL
O00857,C0529,2025-07-04 08:40:45,RETURNED,CENTRAL
O00858,C0479,2026-05-27 11:42:52,SHIPPED,CENTRAL
